profile_name,cam_type,inlet_pressure,injector_type,injector_sub_type,boost_disable,boost_u,boost_i,battery_u,first_i,first_w,second_i,boost_i2,first_i2,first_w2,second_i2,negative_u,bip_pwm,bip_window,is_custom
VA2_1382121,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_1408335,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_1409193,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_1420379,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_1424462,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_1425077,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_1428273,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_1435558,2,6,COIL,SINGLE_COIL,TRUE,30,12.5,30,12,780,8,12.5,12,780,8,60,20,400,false
VA2_1440580,2,6,COIL,SINGLE_COIL,TRUE,30,12.5,30,12,740,8,12.5,12,740,8,60,20,400,false
VA2_1454161,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_1455860,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_1455861,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_1497364,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_1497385,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_1497386,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_1529749,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_1529750,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_1529751,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_20381597,2,6,COIL,SINGLE_COIL,FALSE,60,7.5,24,7,750,4,7.5,7,750,4,60,20,400,false
VA2_20440409,2,6,COIL,SINGLE_COIL,FALSE,60,7.5,24,7,750,4,7.5,7,750,4,60,20,400,false
VA2_20440412,2,6,COIL,SINGLE_COIL,FALSE,60,7.5,24,7,750,4,7.5,7,750,4,60,20,400,false
VA2_20440415,2,6,COIL,SINGLE_COIL,FALSE,60,7.5,24,7,750,4,7.5,7,750,4,60,20,400,false
VA2_2991150,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_2998528,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_3155044,2,6,COIL,SINGLE_COIL,FALSE,60,7.5,24,7,750,4,7.5,7,750,4,60,20,400,false
VA2_3165869,2,6,COIL,SINGLE_COIL,FALSE,60,7.5,24,7,750,4,7.5,7,750,4,60,20,400,false
VA2_3165874,2,6,COIL,SINGLE_COIL,FALSE,60,7.5,24,7,750,4,7.5,7,750,4,60,20,400,false
VA2_3183295,2,6,COIL,SINGLE_COIL,FALSE,60,7.5,24,7,750,4,7.5,7,750,4,60,20,400,false
VA2_3183496,2,6,COIL,SINGLE_COIL,FALSE,60,7.5,24,7,750,4,7.5,7,750,4,60,20,400,false
VA2_3964829,2,6,COIL,SINGLE_COIL,FALSE,60,7.5,24,7,750,4,7.5,7,750,4,60,20,400,false
VA2_3M219 A543 AA,1,6,COIL,SINGLE_COIL,TRUE,30,15,30,15,760,11,15,15,760,11,60,15,400,false
VA2_500304921,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_500339059,2,6,COIL,SINGLE_COIL,TRUE,30,9.5,30,9,750,9,9.5,9,750,9,60,20,400,false
VA2_5237466,2,6,COIL,SINGLE_COIL,TRUE,30,13,30,13,1000,8,13,13,1000,8,60,20,400,false
VA2_8113286,2,6,COIL,SINGLE_COIL,FALSE,60,7.5,24,7,750,4,7.5,7,750,4,60,20,400,false
VA2_8113408,2,6,COIL,SINGLE_COIL,FALSE,60,7.5,24,7,750,4,7.5,7,750,4,60,20,400,false
VA2_8113845,2,6,COIL,SINGLE_COIL,FALSE,60,7.5,24,7,750,4,7.5,7,750,4,60,20,400,false
VA2_8113895,2,6,COIL,SINGLE_COIL,FALSE,60,7.5,24,7,750,4,7.5,7,750,4,60,20,400,false
VA2_8170569,2,6,COIL,SINGLE_COIL,FALSE,60,7.5,24,7,750,4,7.5,7,750,4,60,20,400,false
VA2_A0280745902,2,6,COIL,SINGLE_COIL,TRUE,30,15.5,30,15,540,9,15.5,15,540,9,60,20,400,false
VA2_MN980235,1,6,COIL,SINGLE_COIL,TRUE,30,15,30,15,900,11,15,15,900,11,60,15,400,false
VA2_RMYM21 9A543 AA,1,6,COIL,SINGLE_COIL,TRUE,30,15,30,15,760,11,15,15,760,11,60,15,400,false
VA2_XM219 A543 AA,1,6,COIL,SINGLE_COIL,TRUE,30,15,30,15,760,11,15,15,760,11,60,15,400,false
VA2_XM219 A543 AB,1,6,COIL,SINGLE_COIL,TRUE,30,15,30,15,760,11,15,15,760,11,60,15,400,false
VA2_YM219 A543 BA,1,6,COIL,SINGLE_COIL,TRUE,30,15,30,15,760,11,15,15,760,11,60,15,400,false
VA2_YM219 A543 BB,1,6,COIL,SINGLE_COIL,TRUE,30,15,30,15,760,11,15,15,760,11,60,15,400,false
VA_33800-84300-CR,666,6,COIL,F2E_COMMON,FALSE,55,15,28,15,2000,10,16,15,450,10,60,,,false
