injector_code,manufacturer_name,volt_ampere_profile,code_type,calibration_id,coefficient,is_custom,is_heui
A2C200012054,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C20009324,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C20009355,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C20009366,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C20009398,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C20010654,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C33349200,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C34821700,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C34821900,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C35064400,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C53100318,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C53107585,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C53110641,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C53122017,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C53216006,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
A2C53218464,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
A2C53252642,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
A2C53307917,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
A2C53381618,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
A2C59507596,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
A2C59511316,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C59511364,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C59511601,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C59511602,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C59511606,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C59511610,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C59511611,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C59511612,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C59513484,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
A2C59513553,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C59513554,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
A2C59513556,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
A2C59513596,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C59513597,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C59517051,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
A2C89916400,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A2C89916600,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
A6460700987,Delphi,DELPHI_COIL,2,,2,FALSE,FALSE
AV6Q-9F593-AA,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
AV6Q-9F593-AB,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
BEBJ1A00202,Delphi,14V,-1,,,FALSE,FALSE
BK2Q-9K546-AE,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
BK2Q-9K546-AG,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
C2S40004,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
C7,Caterpillar,HEUI_C7,-1,,,FALSE,TRUE
C9,Caterpillar,HEUI_C9,-1,,,FALSE,TRUE
CRI 4.2 DCoil,Bosch,CRI4_2COIL_L,-1,,,FALSE,FALSE
D28001801,Denso,DENSO_COIL0.5,1,E7,30,FALSE,FALSE
DelphiF2ETest,Delphi,DELPHI_F2E,-1,,,FALSE,FALSE
DelphiPTest,Delphi,DELPHI_PIEZO,-1,,,FALSE,FALSE
DT466,Navistar,HEUI_NAVI,-1,,,FALSE,TRUE
DT570,Navistar,HEUI_NAVI,-1,,,FALSE,TRUE
EJBR00801Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR00901Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR01001A,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR01001Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR01101Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR01201Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR01301Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR01302Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR01401Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR01501Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR01601Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR01701Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR01801A,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR01801Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR01901Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR02001Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR02101Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR02201Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR02301Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR02401Z,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR02501Z,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR02601Z,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR02701Z,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR02801D,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR02901D,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR03001D,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR03101D,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR03301D,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR03401D,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR03401Z,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR03501D,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR03601D,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR03701D,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR03801D,Delphi,DELPHI_COIL,2,,2,FALSE,FALSE
EJBR03901D,Delphi,DELPHI_COIL,2,,2,FALSE,FALSE
EJBR03902D,Delphi,DELPHI_COIL,2,,2,FALSE,FALSE
EJBR04001D,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR04101D,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJBR04201D,Delphi,DELPHI_COIL,2,,2,FALSE,FALSE
EJBR04301D,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR04401D,Delphi,DELPHI_COIL,2,,2,FALSE,FALSE
EJBR04501D,Delphi,DELPHI_COIL,2,,2,FALSE,FALSE
EJBR04601D,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR04701D,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR04701Z,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR04901D,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR05001D,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR05101D,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR05102D,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR05201D,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR05501D,Delphi,DELPHI_COIL,2,,2,FALSE,FALSE
EJBR05601D,Delphi,DELPHI_COIL,2,,2,FALSE,FALSE
EJBR05701D,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
EJBR06001D,Delphi,DELPHI_COIL,2,,2,FALSE,FALSE
EJDR00001Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR00002Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR00101Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR00201Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR00202Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR00301Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR00401Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR00402Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR00403Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR00501Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR00502Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR00503Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR00504Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR00601D,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR00701D,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR01001D,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR01101D,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR01401Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR01701Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR02101Z,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EJDR04101D,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
EMBR00001D,Delphi,DELPHI_COIL,2,,3,FALSE,FALSE
EMBR00002D,Delphi,DELPHI_COIL,2,,3,FALSE,FALSE
EMBR00101D,Delphi,DELPHI_COIL,2,,3,FALSE,FALSE
EMBR00101DP,Delphi,DELPHI_COIL,2,,3,FALSE,FALSE
EMBR00201D,Delphi,DELPHI_COIL,2,,2,FALSE,FALSE
EMBR00202D,Delphi,DELPHI_COIL,2,,2,FALSE,FALSE
EMBR00203D,Delphi,DELPHI_COIL,2,,2,FALSE,FALSE
F00E200308,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
F00E200419,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
F00E200420,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
F00E200425,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
F00E200435,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
F00E200440,Bosch,BOSCH_COIL,1,,0,FALSE,FALSE
F2154-0352,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
Ford 6.0,Navistar,HEUI_FORD6,-1,,,FALSE,TRUE
Ford 7.3,Perkins,HEUI_FORD73,-1,,,FALSE,TRUE
HT570,Navistar,HEUI_NAVI,-1,,,FALSE,TRUE
LR005961,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
LR006495,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
LR006496,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
LR008836,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
LR008837,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
R2AA-13H50,Denso,DENSO_COIL0.5,1,A2,30,FALSE,FALSE
R61540080017A,Denso,DENSO_COIL0.5,1,E3,30,FALSE,FALSE
RE504181,Denso,DENSO_COIL3,-1,,,FALSE,FALSE
RE508825,Denso,DENSO_COIL3,-1,,,FALSE,FALSE
RE518723,Denso,DENSO_COIL0.5,-1,,,FALSE,FALSE
RE518725,Denso,DENSO_COIL3,-1,,,FALSE,FALSE
RE520240,Denso,DENSO_COIL0.5,-1,,,FALSE,FALSE
RE520333,Denso,DENSO_COIL0.5,-1,,,FALSE,FALSE
RE524382,Denso,DENSO_COIL0.5,-1,,,FALSE,FALSE
RE529117,Denso,DENSO_COIL0.5,-1,,,FALSE,FALSE
RE529118,Denso,DENSO_COIL0.5,-1,,,FALSE,FALSE
RE529149,Denso,DENSO_COIL0.5,-1,,,FALSE,FALSE
RE529414,Denso,DENSO_COIL0.5,-1,,,FALSE,FALSE
RE530362,Denso,DENSO_COIL0.5,-1,,,FALSE,FALSE
RE531209,Denso,DENSO_COIL0.5,-1,,,FALSE,FALSE
RE535961,Denso,DENSO_COIL0.5,-1,,,FALSE,FALSE
RF5C13H50A,Denso,DENSO_COIL0.5,-1,,,FALSE,FALSE
RF5C13H50B,Denso,DENSO_COIL0.5,-1,,,FALSE,FALSE
RF7J13H501,Denso,DENSO_COIL0.5,1,A0,30,FALSE,FALSE
RF8G13H50,Denso,DENSO_COIL0.5,1,A4,30,FALSE,FALSE
RF8P13H50A,Denso,DENSO_COIL0.5,1,A3,30,FALSE,FALSE
RFY013H50B,Denso,DENSO_COIL0.5,-1,,,FALSE,FALSE
S2391-01045,Denso,DENSO_COIL0.7,-1,,,FALSE,FALSE
SH01-13H50,Denso,DENSO_PIEZO,1,3C,30,FALSE,FALSE
T444E,Navistar,HEUI_NAVI2,-1,,,FALSE,TRUE
Trooper,ISUZU,HEUI_ISUZU,-1,,,FALSE,TRUE
VG1096080010,Denso,DENSO_COIL0.5,1,ED,30,FALSE,FALSE
VG1246080051,Denso,DENSO_COIL0.5H,1,EB,30,FALSE,FALSE
Y40413250A,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
