injector_code,manufacturer_name,volt_ampere_profile,code_type,calibration_id,coefficient,is_custom,is_heui
77550,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
174697,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
198090,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
0984302,Cummins,CUMMINS_CRFI5,-1,,,FALSE,FALSE
1346476,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
1348623,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
1355051,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
1373549,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
1373550,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
1432322,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
1451604,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
1469709,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
1483820,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
1489400,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
1489401,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
1685796,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
1709667,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
1791017,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
1840747,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
2086663,Cummins,CUMMINS_CRFI5,-1,,,FALSE,FALSE
2959130,Caterpillar,CATERPILLAR_COIL,-1,,,FALSE,FALSE
3172300,Caterpillar,CATERPILLAR_COIL,-1,,,FALSE,FALSE
3264700,Caterpillar,CATERPILLAR_COIL,-1,,,FALSE,FALSE
8603177,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
8603319,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
8603564,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
8603565,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
18112616,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
28229873,Delphi,DELPHI_COIL,2,,2,FALSE,FALSE
28231014,Delphi,DELPHI_COIL,2,,2,FALSE,FALSE
28231462,Delphi,DELPHI_COIL,2,,3,FALSE,FALSE
28232234,Delphi,DELPHI_COIL,2,,2,FALSE,FALSE
28232242,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
28232248,Delphi,DELPHI_COIL,1,,0,FALSE,FALSE
28232251,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
28235143,Delphi,DELPHI_COIL,2,,2,FALSE,FALSE
28236381,Delphi,DELPHI_COIL,2,,2,FALSE,FALSE
28237259,Delphi,DELPHI_COIL,2,,2,FALSE,FALSE
28239766,Delphi,DELPHI_COIL,2,,3,FALSE,FALSE
28239769,Delphi,DELPHI_COIL,2,,3,FALSE,FALSE
28242659,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
28258683,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
28264951,Delphi,DELPHI_COIL,2,,3,FALSE,FALSE
28264952,Delphi,DELPHI_COIL,2,,3,FALSE,FALSE
28271551,Delphi,DELPHI_COIL,2,,3,FALSE,FALSE
28280576,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
28280600,Delphi,DELPHI_COIL,1,,1,FALSE,FALSE
28334532,Delphi,DELPHI_COIL,2,,3,FALSE,FALSE
28342997,Delphi,DELPHI_COIL,2,,3,FALSE,FALSE
28348370,Delphi,DELPHI_COIL,2,,3,FALSE,FALSE
28348371,Delphi,DELPHI_COIL,2,,3,FALSE,FALSE
28489548,Delphi,DELPHI_COIL,2,,3,FALSE,FALSE
28489562,Delphi,DELPHI_COIL,2,,3,FALSE,FALSE
31216456,Siemens,SIEMENS_PIEZO,-1,,,FALSE,FALSE
31303994,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
31321487,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
31336585,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
36001726,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
36001727,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
36001728,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
36001729,Siemens,SIEMENS_PIEZO,1,,,FALSE,FALSE
130376090,Cummins,CUMMINS_CRFI5,-1,,,FALSE,FALSE
0445110002,Bosch,14V,-1,,,FALSE,FALSE
0445110003,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110004,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110005,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110006,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110007,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110008,Bosch,14V,-1,,,FALSE,FALSE
0445110009,Bosch,14V,-1,,,FALSE,FALSE
0445110010,Bosch,14V,-1,,,FALSE,FALSE
0445110011,Bosch,14V,-1,,,FALSE,FALSE
0445110012,Bosch,14V,-1,,,FALSE,FALSE
0445110013,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110014,Bosch,14V,-1,,,FALSE,FALSE
0445110015,Bosch,14V,-1,,,FALSE,FALSE
0445110016,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110017,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110018,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110019,Bosch,14V,-1,,,FALSE,FALSE
0445110020,Bosch,14V,-1,,,FALSE,FALSE
0445110021,Bosch,14V,-1,,,FALSE,FALSE
0445110022,Bosch,14V,-1,,,FALSE,FALSE
0445110023,Bosch,14V,-1,,,FALSE,FALSE
0445110024,Bosch,14V,-1,,,FALSE,FALSE
0445110025,Bosch,14V,-1,,,FALSE,FALSE
0445110028,Bosch,14V,-1,,,FALSE,FALSE
0445110029,Bosch,14V,-1,,,FALSE,FALSE
0445110030,Bosch,14V,-1,,,FALSE,FALSE
0445110031,Bosch,14V,-1,,,FALSE,FALSE
0445110034,Bosch,14V,-1,,,FALSE,FALSE
0445110035,Bosch,14V,-1,,,FALSE,FALSE
0445110036,Bosch,14V,-1,,,FALSE,FALSE
0445110037,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110038,Bosch,14V,-1,,,FALSE,FALSE
0445110039,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110040,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110041,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110042,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110043,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110044,Bosch,14V,-1,,,FALSE,FALSE
0445110045,Bosch,14V,-1,,,FALSE,FALSE
0445110046,Bosch,14V,-1,,,FALSE,FALSE
0445110047,Bosch,14V,-1,,,FALSE,FALSE
0445110048,Bosch,14V,-1,,,FALSE,FALSE
0445110049,Bosch,14V,-1,,,FALSE,FALSE
0445110050,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110051,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110052,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110053,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110054,Bosch,14V,-1,,,FALSE,FALSE
0445110055,Bosch,14V,-1,,,FALSE,FALSE
0445110056,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110057,Bosch,14V,-1,,,FALSE,FALSE
0445110059,Bosch,14V,-1,,,FALSE,FALSE
0445110060,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110061,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110062,Bosch,14V,-1,,,FALSE,FALSE
0445110063,Bosch,14V,-1,,,FALSE,FALSE
0445110064,Bosch,14V,-1,,,FALSE,FALSE
0445110065,Bosch,14V,-1,,,FALSE,FALSE
0445110066,Bosch,14V,-1,,,FALSE,FALSE
0445110068,Bosch,14V,-1,,,FALSE,FALSE
0445110069,Bosch,14V,-1,,,FALSE,FALSE
0445110070,Bosch,14V,-1,,,FALSE,FALSE
0445110071,Bosch,14V,-1,,,FALSE,FALSE
0445110072,Bosch,14V,-1,,,FALSE,FALSE
0445110073,Bosch,14V,-1,,,FALSE,FALSE
0445110074,Bosch,14V,-1,,,FALSE,FALSE
0445110075,Bosch,14V,-1,,,FALSE,FALSE
0445110076,Bosch,14V,-1,,,FALSE,FALSE
0445110077,Bosch,14V,-1,,,FALSE,FALSE
0445110078,Bosch,14V,-1,,,FALSE,FALSE
0445110080,Bosch,14V,1,,0,FALSE,FALSE
0445110081,Bosch,14V,-1,,,FALSE,FALSE
0445110082,Bosch,14V,-1,,,FALSE,FALSE
0445110083,Bosch,14V,0,,1,FALSE,FALSE
0445110084,Bosch,14V,1,,1,FALSE,FALSE
0445110085,Bosch,14V,-1,,,FALSE,FALSE
0445110087,Bosch,14V,-1,,,FALSE,FALSE
0445110088,Bosch,BOSCH_COIL,-1,,,FALSE,FALSE
0445110089,Bosch,14V,-1,,,FALSE,FALSE
0445110090,Bosch,14V,-1,,,FALSE,FALSE
0445110091,Bosch,14V,-1,,,FALSE,FALSE
0445110092,Bosch,14V,-1,,,FALSE,FALSE
0445110093,Bosch,14V,-1,,,FALSE,FALSE
0445110094,Bosch,14V,-1,,,FALSE,FALSE
0445110095,Bosch,14V,-1,,,FALSE,FALSE
0445110096,Bosch,14V,-1,,,FALSE,FALSE
0445110097,Bosch,14V,-1,,,FALSE,FALSE
0445110098,Bosch,14V,-1,,,FALSE,FALSE
0445110099,Bosch,14V,-1,,,FALSE,FALSE
0445110100,Bosch,14V,-1,,,FALSE,FALSE
0445110101,Bosch,14V,-1,,,FALSE,FALSE
0445110102,Bosch,14V,-1,,,FALSE,FALSE
0445110103,Bosch,14V,-1,,,FALSE,FALSE
0445110104,Bosch,14V,-1,,,FALSE,FALSE
0445110105,Bosch,14V,-1,,,FALSE,FALSE
0445110106,Bosch,14V,-1,,,FALSE,FALSE
0445110107,Bosch,14V,-1,,,FALSE,FALSE
0445110108,Bosch,14V,-1,,,FALSE,FALSE
0445110109,Bosch,14V,1,,1,FALSE,FALSE
0445110110,Bosch,14V,1,,1,FALSE,FALSE
0445110111,Bosch,14V,0,,1,FALSE,FALSE
0445110112,Bosch,14V,0,,1,FALSE,FALSE
0445110113,Bosch,14V,-1,,,FALSE,FALSE
0445110114,Bosch,14V,-1,,,FALSE,FALSE
0445110115,Bosch,14V,-1,,,FALSE,FALSE
0445110116,Bosch,14V,-1,,,FALSE,FALSE
0445110118,Bosch,14V,-1,,,FALSE,FALSE
0445110119,Bosch,14V,-1,,,FALSE,FALSE
0445110120,Bosch,14V,-1,,,FALSE,FALSE
0445110121,Bosch,14V,-1,,,FALSE,FALSE
0445110122,Bosch,14V,1,,0,FALSE,FALSE
0445110125,Bosch,14V,-1,,,FALSE,FALSE
0445110126,Bosch,14V,-1,,,FALSE,FALSE
0445110127,Bosch,14V,1,,1,FALSE,FALSE
0445110128,Bosch,14V,-1,,,FALSE,FALSE
0445110129,Bosch,14V,-1,,,FALSE,FALSE
0445110130,Bosch,14V,-1,,,FALSE,FALSE
0445110131,Bosch,14V,1,,0,FALSE,FALSE
0445110132,Bosch,BOSCH_COIL,1,,0,FALSE,FALSE
0445110133,Bosch,BOSCH_COIL,1,,0,FALSE,FALSE
0445110134,Bosch,14V,-1,,,FALSE,FALSE
0445110135,Bosch,14V,3,,0,FALSE,FALSE
0445110136,Bosch,14V,3,,0,FALSE,FALSE
0445110137,Bosch,14V,1,,0,FALSE,FALSE
0445110138,Bosch,14V,1,,0,FALSE,FALSE
0445110139,Bosch,14V,1,,0,FALSE,FALSE
0445110140,Bosch,14V,1,,0,FALSE,FALSE
0445110141,Bosch,14V,-1,,,FALSE,FALSE
0445110142,Bosch,14V,-1,,,FALSE,FALSE
0445110143,Bosch,14V,-1,,,FALSE,FALSE
0445110144,Bosch,14V,1,,1,FALSE,FALSE
0445110145,Bosch,14V,-1,,,FALSE,FALSE
0445110146,Bosch,14V,-1,,,FALSE,FALSE
0445110149,Bosch,14V,1,,0,FALSE,FALSE
0445110150,Bosch,BOSCH_COIL,1,,1,FALSE,FALSE
0445110151,Bosch,14V,-1,,,FALSE,FALSE
0445110152,Bosch,14V,-1,,,FALSE,FALSE
0445110153,Bosch,14V,-1,,,FALSE,FALSE
0445110154,Bosch,14V,-1,,,FALSE,FALSE
0445110155,Bosch,14V,-1,,,FALSE,FALSE
0445110156,Bosch,14V,-1,,,FALSE,FALSE
0445110157,Bosch,14V,1,,0,FALSE,FALSE
0445110158,Bosch,14V,1,,0,FALSE,FALSE
0445110159,Bosch,14V,0,,0,FALSE,FALSE
0445110160,Bosch,14V,1,,1,FALSE,FALSE
0445110161,Bosch,14V,2,,0,FALSE,FALSE
0445110162,Bosch,14V,1,,0,FALSE,FALSE
0445110163,Bosch,14V,1,,0,FALSE,FALSE
0445110165,Bosch,14V,0,,1,FALSE,FALSE
0445110166,Bosch,14V,1,,0,FALSE,FALSE
0445110167,Bosch,14V,1,,0,FALSE,FALSE
0445110168,Bosch,14V,1,,0,FALSE,FALSE
0445110169,Bosch,14V,1,,0,FALSE,FALSE
0445110170,Bosch,14V,-1,,,FALSE,FALSE
0445110171,Bosch,14V,-1,,,FALSE,FALSE
0445110172,Bosch,14V,1,,1,FALSE,FALSE
0445110174,Bosch,14V,-1,,,FALSE,FALSE
0445110175,Bosch,14V,-1,,,FALSE,FALSE
0445110176,Bosch,14V,1,,0,FALSE,FALSE
0445110177,Bosch,14V,1,,0,FALSE,FALSE
0445110178,Bosch,14V,1,,1,FALSE,FALSE
0445110179,Bosch,BOSCH_COIL,1,,0,FALSE,FALSE
0445110180,Bosch,BOSCH_COIL,1,,0,FALSE,FALSE
0445110181,Bosch,14V,-1,,,FALSE,FALSE
0445110182,Bosch,14V,-1,,,FALSE,FALSE
0445110183,Bosch,14V,0,,1,FALSE,FALSE
0445110184,Bosch,BOSCH_COIL,1,,1,FALSE,FALSE
0445110185,Bosch,14V,-1,,,FALSE,FALSE
0445110186,Bosch,14V,-1,,,FALSE,FALSE
0445110187,Bosch,14V,0,,2,FALSE,FALSE
0445110188,Bosch,14V,3,,0,FALSE,FALSE
0445110189,Bosch,14V,-1,,,FALSE,FALSE
0445110190,Bosch,14V,-1,,,FALSE,FALSE
0445110191,Bosch,14V,1,,0,FALSE,FALSE
0445110192,Bosch,14V,1,,0,FALSE,FALSE
0445110193,Bosch,14V,1,,0,FALSE,FALSE
0445110194,Bosch,14V,1,,0,FALSE,FALSE
0445110195,Bosch,14V,-1,,,FALSE,FALSE
0445110196,Bosch,14V,-1,,,FALSE,FALSE
0445110197,Bosch,14V,-1,,,FALSE,FALSE
0445110198,Bosch,14V,-1,,,FALSE,FALSE
0445110199,Bosch,14V,-1,,,FALSE,FALSE
0445110200,Bosch,14V,-1,,,FALSE,FALSE
0445110201,Bosch,14V,-1,,,FALSE,FALSE
0445110202,Bosch,14V,-1,,,FALSE,FALSE
0445110203,Bosch,14V,-1,,,FALSE,FALSE
0445110204,Bosch,14V,-1,,,FALSE,FALSE
0445110205,Bosch,14V,-1,,,FALSE,FALSE
0445110206,Bosch,14V,-1,,,FALSE,FALSE
0445110207,Bosch,14V,-1,,,FALSE,FALSE
0445110208,Bosch,14V,-1,,,FALSE,FALSE
0445110209,Bosch,14V,2,,0,FALSE,FALSE
0445110212,Bosch,14V,2,,0,FALSE,FALSE
0445110213,Bosch,14V,0,,1,FALSE,FALSE
0445110214,Bosch,14V,-1,,,FALSE,FALSE
0445110215,Bosch,14V,-1,,,FALSE,FALSE
0445110216,Bosch,14V,2,,0,FALSE,FALSE
0445110217,Bosch,14V,1,,0,FALSE,FALSE
0445110218,Bosch,14V,1,,0,FALSE,FALSE
0445110219,Bosch,14V,2,,0,FALSE,FALSE
0445110221,Bosch,14V,-1,,,FALSE,FALSE
0445110222,Bosch,14V,-1,,,FALSE,FALSE
0445110223,Bosch,14V,-1,,,FALSE,FALSE
0445110224,Bosch,14V,-1,,,FALSE,FALSE
0445110225,Bosch,14V,-1,,,FALSE,FALSE
0445110227,Bosch,14V,3,,0,FALSE,FALSE
0445110229,Bosch,14V,1,,0,FALSE,FALSE
0445110230,Bosch,14V,1,,1,FALSE,FALSE
0445110231,Bosch,14V,-1,,,FALSE,FALSE
0445110232,Bosch,14V,-1,,,FALSE,FALSE
0445110233,Bosch,14V,-1,,,FALSE,FALSE
0445110236,Bosch,14V,1,,1,FALSE,FALSE
0445110237,Bosch,14V,2,,0,FALSE,FALSE
0445110238,Bosch,14V,2,,0,FALSE,FALSE
0445110239,Bosch,14V,3,,0,FALSE,FALSE
0445110241,Bosch,BOSCH_COIL,2,,0,FALSE,FALSE
0445110242,Bosch,BOSCH_COIL,2,,0,FALSE,FALSE
0445110243,Bosch,14V,0,,1,FALSE,FALSE
0445110244,Bosch,14V,0,,1,FALSE,FALSE
0445110245,Bosch,BOSCH_COIL,2,,0,FALSE,FALSE
0445110246,Bosch,BOSCH_COIL,2,,0,FALSE,FALSE
0445110247,Bosch,14V,2,,0,FALSE,FALSE
0445110248,Bosch,14V,2,,0,FALSE,FALSE
0445110249,Bosch,14V,3,,0,FALSE,FALSE
0445110250,Bosch,14V,3,,0,FALSE,FALSE
0445110251,Bosch,14V,1,,0,FALSE,FALSE
0445110252,Bosch,14V,4,,0,FALSE,FALSE
0445110253,Bosch,14V,2,,0,FALSE,FALSE
0445110254,Bosch,14V,2,,0,FALSE,FALSE
0445110255,Bosch,14V,2,,0,FALSE,FALSE
0445110256,Bosch,14V,2,,0,FALSE,FALSE
0445110257,Bosch,14V,2,,0,FALSE,FALSE
0445110258,Bosch,14V,2,,0,FALSE,FALSE
0445110259,Bosch,14V,3,,0,FALSE,FALSE
0445110260,Bosch,14V,2,,0,FALSE,FALSE
0445110261,Bosch,14V,2,,0,FALSE,FALSE
0445110262,Bosch,14V,3,,0,FALSE,FALSE
0445110263,Bosch,14V,1,,0,FALSE,FALSE
0445110264,Bosch,14V,1,,0,FALSE,FALSE
0445110265,Bosch,14V,2,,0,FALSE,FALSE
0445110266,Bosch,14V,-1,,,FALSE,FALSE
0445110269,Bosch,14V,2,,0,FALSE,FALSE
0445110270,Bosch,14V,2,,0,FALSE,FALSE
0445110271,Bosch,BOSCH_COIL,3,,0,FALSE,FALSE
0445110273,Bosch,14V,2,,0,FALSE,FALSE
0445110274,Bosch,14V,2,,0,FALSE,FALSE
0445110275,Bosch,14V,2,,0,FALSE,FALSE
0445110276,Bosch,14V,0,,1,FALSE,FALSE
0445110277,Bosch,14V,2,,0,FALSE,FALSE
0445110278,Bosch,14V,2,,0,FALSE,FALSE
0445110279,Bosch,14V,-1,,,FALSE,FALSE
0445110280,Bosch,14V,2,,0,FALSE,FALSE
0445110281,Bosch,14V,4,,0,FALSE,FALSE
0445110283,Bosch,14V,-1,,,FALSE,FALSE
0445110284,Bosch,14V,1,,0,FALSE,FALSE
0445110285,Bosch,14V,3,,0,FALSE,FALSE
0445110286,Bosch,14V,1,,0,FALSE,FALSE
0445110287,Bosch,14V,2,,2,FALSE,FALSE
0445110288,Bosch,14V,1,,1,FALSE,FALSE
0445110289,Bosch,14V,2,,0,FALSE,FALSE
0445110290,Bosch,14V,-1,,,FALSE,FALSE
0445110291,Bosch,14V,2,,0,FALSE,FALSE
0445110293,Bosch,14V,2,,0,FALSE,FALSE
0445110294,Bosch,14V,1,,0,FALSE,FALSE
0445110295,Bosch,14V,1,,0,FALSE,FALSE
0445110296,Bosch,14V,1,,1,FALSE,FALSE
0445110297,Bosch,14V,4,,0,FALSE,FALSE
0445110298,Bosch,14V,2,,0,FALSE,FALSE
0445110299,Bosch,14V,0,,0,FALSE,FALSE
0445110300,Bosch,14V,0,,0,FALSE,FALSE
0445110301,Bosch,14V,2,,0,FALSE,FALSE
0445110302,Bosch,14V,2,,0,FALSE,FALSE
0445110303,Bosch,14V,2,,0,FALSE,FALSE
0445110304,Bosch,14V,2,,0,FALSE,FALSE
0445110305,Bosch,14V,2,,0,FALSE,FALSE
0445110306,Bosch,14V,-1,,,FALSE,FALSE
0445110307,Bosch,14V,-1,,,FALSE,FALSE
0445110308,Bosch,14V,0,,1,FALSE,FALSE
0445110309,Bosch,14V,0,,1,FALSE,FALSE
0445110310,Bosch,14V,2,,0,FALSE,FALSE
0445110311,Bosch,14V,4,,0,FALSE,FALSE
0445110312,Bosch,14V,2,,0,FALSE,FALSE
0445110313,Bosch,14V,2,,0,FALSE,FALSE
0445110315,Bosch,14V,1,,0,FALSE,FALSE
0445110316,Bosch,14V,0,,1,FALSE,FALSE
0445110317,Bosch,14V,2,,0,FALSE,FALSE
0445110318,Bosch,14V,2,,0,FALSE,FALSE
0445110319,Bosch,14V,2,,0,FALSE,FALSE
0445110320,Bosch,14V,2,,0,FALSE,FALSE
0445110321,Bosch,14V,2,,0,FALSE,FALSE
0445110322,Bosch,14V,0,,1,FALSE,FALSE
0445110323,Bosch,14V,1,,0,FALSE,FALSE
0445110324,Bosch,14V,1,,0,FALSE,FALSE
0445110325,Bosch,14V,0,,0,FALSE,FALSE
0445110326,Bosch,14V,0,,0,FALSE,FALSE
0445110327,Bosch,14V,0,,1,FALSE,FALSE
0445110328,Bosch,14V,2,,0,FALSE,FALSE
0445110329,Bosch,14V,2,,0,FALSE,FALSE
0445110330,Bosch,14V,2,,0,FALSE,FALSE
0445110331,Bosch,14V,0,,1,FALSE,FALSE
0445110332,Bosch,14V,2,,0,FALSE,FALSE
0445110333,Bosch,14V,2,,0,FALSE,FALSE
0445110335,Bosch,14V,2,,0,FALSE,FALSE
0445110336,Bosch,14V,-1,,,FALSE,FALSE
0445110337,Bosch,14V,-1,,,FALSE,FALSE
0445110338,Bosch,14V,2,,0,FALSE,FALSE
0445110339,Bosch,14V,4,,0,FALSE,FALSE
0445110340,Bosch,14V,4,,0,FALSE,FALSE
0445110342,Bosch,14V,2,,0,FALSE,FALSE
0445110343,Bosch,14V,2,,0,FALSE,FALSE
0445110344,Bosch,14V,2,,0,FALSE,FALSE
0445110345,Bosch,14V,2,,0,FALSE,FALSE
0445110346,Bosch,14V,2,,0,FALSE,FALSE
0445110347,Bosch,14V,2,,0,FALSE,FALSE
0445110348,Bosch,14V,2,,0,FALSE,FALSE
0445110351,Bosch,14V-01,0,,1,FALSE,FALSE
0445110352,Bosch,14V,4,,0,FALSE,FALSE
0445110353,Bosch,14V,4,,0,FALSE,FALSE
0445110354,Bosch,14V,2,,0,FALSE,FALSE
0445110355,Bosch,14V,2,,0,FALSE,FALSE
0445110356,Bosch,14V,2,,0,FALSE,FALSE
0445110357,Bosch,14V,2,,0,FALSE,FALSE
0445110361,Bosch,14V,2,,0,FALSE,FALSE
0445110362,Bosch,14V,2,,0,FALSE,FALSE
0445110363,Bosch,14V,2,,0,FALSE,FALSE
0445110364,Bosch,14V,2,,0,FALSE,FALSE
0445110365,Bosch,14V,2,,0,FALSE,FALSE
0445110368,Bosch,14V-03,2,,0,FALSE,FALSE
0445110369,Bosch,14V-03,2,,0,FALSE,FALSE
0445110370,Bosch,14V,2,,0,FALSE,FALSE
0445110372,Bosch,14V,2,,0,FALSE,FALSE
0445110373,Bosch,14V,2,,0,FALSE,FALSE
0445110374,Bosch,14V,2,,0,FALSE,FALSE
0445110375,Bosch,14V,2,,0,FALSE,FALSE
0445110376,Bosch,14V,2,,0,FALSE,FALSE
0445110377,Bosch,14V,2,,0,FALSE,FALSE
0445110378,Bosch,14V,2,,0,FALSE,FALSE
0445110379,Bosch,14V,2,,0,FALSE,FALSE
0445110380,Bosch,14V,2,,0,FALSE,FALSE
0445110381,Bosch,14V,2,,0,FALSE,FALSE
0445110382,Bosch,14V-03,2,,0,FALSE,FALSE
0445110383,Bosch,BOSCH_COIL,2,,0,FALSE,FALSE
0445110387,Bosch,14V,2,,0,FALSE,FALSE
0445110388,Bosch,14V,2,,0,FALSE,FALSE
0445110391,Bosch,14V,0,,1,FALSE,FALSE
0445110393,Bosch,BOSCH_COIL,0,,0,FALSE,FALSE
0445110395,Bosch,14V,2,,0,FALSE,FALSE
0445110398,Bosch,14V-01,0,,1,FALSE,FALSE
0445110400,Bosch,14V,2,,0,FALSE,FALSE
0445110401,Bosch,14V,2,,0,FALSE,FALSE
0445110404,Bosch,14V,2,,0,FALSE,FALSE
0445110407,Bosch,14V,2,,0,FALSE,FALSE
0445110408,Bosch,14V,2,,0,FALSE,FALSE
0445110409,Bosch,14V,2,,0,FALSE,FALSE
0445110410,Bosch,14V,2,,0,FALSE,FALSE
0445110411,Bosch,14V,2,,0,FALSE,FALSE
0445110412,Bosch,14V,2,,0,FALSE,FALSE
0445110414,Bosch,14V-03,2,,0,FALSE,FALSE
0445110416,Bosch,14V,2,,0,FALSE,FALSE
0445110417,Bosch,14V,2,,0,FALSE,FALSE
0445110418,Bosch,14V-01,2,,0,FALSE,FALSE
0445110419,Bosch,14V-01,0,,1,FALSE,FALSE
0445110420,Bosch,14V,2,,0,FALSE,FALSE
0445110421,Bosch,14V,2,,0,FALSE,FALSE
0445110422,Bosch,14V,2,,0,FALSE,FALSE
0445110423,Bosch,14V,0,,0,FALSE,FALSE
0445110424,Bosch,14V,2,,0,FALSE,FALSE
0445110425,Bosch,14V,-1,,,FALSE,FALSE
0445110426,Bosch,BOSCH_COIL,2,,0,FALSE,FALSE
0445110427,Bosch,14V,2,,0,FALSE,FALSE
0445110430,Bosch,14V-03,2,,0,FALSE,FALSE
0445110433,Bosch,BOSCH_COIL,2,,0,FALSE,FALSE
0445110435,Bosch,14V,2,,0,FALSE,FALSE
0445110436,Bosch,14V,-1,,,FALSE,FALSE
0445110439,Bosch,14V,-1,,,FALSE,FALSE
0445110441,Bosch,14V,1,,0,FALSE,FALSE
0445110442,Bosch,14V,2,,0,FALSE,FALSE
0445110443,Bosch,14V,2,,0,FALSE,FALSE
0445110444,Bosch,14V,-1,,,FALSE,FALSE
0445110445,Bosch,14V,2,,0,FALSE,FALSE
0445110446,Bosch,14V,2,,0,FALSE,FALSE
0445110447,Bosch,14V,2,,0,FALSE,FALSE
0445110448,Bosch,14V,2,,0,FALSE,FALSE
0445110449,Bosch,14V,2,,0,FALSE,FALSE
0445110450,Bosch,14V,-1,,,FALSE,FALSE
0445110451,Bosch,14V,2,,0,FALSE,FALSE
0445110454,Bosch,14V,2,,0,FALSE,FALSE
0445110455,Bosch,14V,2,,0,FALSE,FALSE
0445110457,Bosch,14V,2,,0,FALSE,FALSE
0445110462,Bosch,14V,2,,0,FALSE,FALSE
0445110463,Bosch,14V,2,,0,FALSE,FALSE
0445110464,Bosch,14V,2,,0,FALSE,FALSE
0445110465,Bosch,14V,2,,0,FALSE,FALSE
0445110466,Bosch,14V,2,,0,FALSE,FALSE
0445110474,Bosch,BOSCH_COIL,2,,0,FALSE,FALSE
0445110475,Bosch,BOSCH_COIL,2,,0,FALSE,FALSE
0445110476,Bosch,BOSCH_COIL,2,,0,FALSE,FALSE
0445110477,Bosch,BOSCH_COIL,2,,0,FALSE,FALSE
0445110478,Bosch,14V-03,2,,0,FALSE,FALSE
0445110479,Bosch,14V-03,2,,0,FALSE,FALSE
0445110480,Bosch,14V-03,2,,0,FALSE,FALSE
0445110481,Bosch,14V,2,,0,FALSE,FALSE
0445110482,Bosch,14V,2,,0,FALSE,FALSE
0445110483,Bosch,14V,2,,0,FALSE,FALSE
0445110484,Bosch,14V,2,,0,FALSE,FALSE
0445110485,Bosch,14V-03,2,,0,FALSE,FALSE
