id,injector_code,test_name,motor_speed,setted_pressure,adjusting_time,measurement_time,injection_rate,total_pulse_time,nominal_flow,flow_range,volt_ampere_profile,total_pulse_time2,shift,is_custom
1,77550,2,1000,1350,20,40,,0,,,,,,FALSE
2,77550,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
3,77550,4,1000,1350,20,40,60,810,38,70,,,,FALSE
4,77550,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
5,77550,6,1000,1600,20,40,60,1200,92.5,15,,,,FALSE
6,77550,10,1000,1200,20,40,60,600,42,30,,,,FALSE
7,77550,11,1000,800,40,60,60,180,3.3,85,,,,FALSE
8,77550,13,1000,250,20,40,60,540,7.2,50,,,,FALSE
9,174697,2,1000,1350,20,40,,0,,,,,,FALSE
10,174697,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
11,174697,4,1000,1350,20,40,60,810,35,70,,,,FALSE
12,174697,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
13,174697,6,1000,1600,20,40,60,1200,74.6,15,,,,FALSE
14,174697,10,1000,1200,20,40,60,600,37.3,30,,,,FALSE
15,174697,11,1000,800,40,90,60,180,2.4,85,,,,FALSE
16,174697,13,1000,250,20,40,60,540,6.9,50,,,,FALSE
17,198090,2,1000,1350,20,40,,0,,,,,,FALSE
18,198090,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
19,198090,4,1000,1350,20,40,60,710,28,70,,,,FALSE
20,198090,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
21,198090,6,1000,1400,20,40,60,810,32,15,,,,FALSE
22,198090,10,1000,800,20,40,60,560,19.0,30,,,,FALSE
23,198090,11,1000,800,40,60,60,180,3.2,85,,,,FALSE
24,198090,13,1000,250,20,40,60,540,6.3,50,,,,FALSE
25,0984302,7,1000,1000,20,40,60,1000,100,100,,,,FALSE
26,1346476,2,1000,1350,20,40,,0,,,,,,FALSE
27,1346476,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
28,1346476,4,1000,1350,20,40,60,710,28,70,,,,FALSE
29,1346476,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
30,1346476,6,1000,1400,20,40,60,810,32,15,,,,FALSE
31,1346476,10,1000,800,20,40,60,560,19.0,30,,,,FALSE
32,1346476,11,1000,800,40,60,60,180,3.2,85,,,,FALSE
33,1346476,13,1000,250,20,40,60,540,6.3,50,,,,FALSE
34,1348623,2,1000,1350,20,40,,0,,,,,,FALSE
35,1348623,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
36,1348623,4,1000,1350,20,40,60,710,28,70,,,,FALSE
37,1348623,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
38,1348623,6,1000,1400,20,40,60,810,32,15,,,,FALSE
39,1348623,10,1000,800,20,40,60,560,19.0,30,,,,FALSE
40,1348623,11,1000,800,40,60,60,180,3.2,85,,,,FALSE
41,1348623,13,1000,250,20,40,60,540,6.3,50,,,,FALSE
42,1355051,2,1000,1350,20,40,,0,,,,,,FALSE
43,1355051,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
44,1355051,4,1000,1600,20,40,60,600,40,70,,,,FALSE
45,1355051,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
46,1355051,6,1000,1600,20,40,60,900,47.4,15,,,,FALSE
47,1355051,10,1000,1000,20,40,60,600,28,30,,,,FALSE
48,1355051,11,1000,800,40,60,60,200,3.6,85,,,,FALSE
49,1355051,13,1000,300,20,40,60,475,7.08,50,,,,FALSE
50,1373549,2,1000,1350,20,40,,0,,,,,,FALSE
51,1373549,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
52,1373549,4,1000,1350,20,40,60,810,38,70,,,,FALSE
53,1373549,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
54,1373549,6,1000,1600,20,40,60,1200,66.8,15,,,,FALSE
55,1373549,10,1000,1200,20,40,60,600,30.5,30,,,,FALSE
56,1373549,11,1000,800,40,90,60,180,2.5,85,,,,FALSE
57,1373549,13,1000,250,20,60,60,540,4.9,50,,,,FALSE
58,1373550,2,1000,1350,20,40,,0,,,,,,FALSE
59,1373550,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
60,1373550,4,1000,1350,20,40,60,810,38,70,,,,FALSE
61,1373550,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
62,1373550,6,1000,1600,20,40,60,1200,66.8,15,,,,FALSE
63,1373550,10,1000,1200,20,40,60,600,30.5,30,,,,FALSE
64,1373550,11,1000,800,40,90,60,180,2.5,85,,,,FALSE
65,1373550,13,1000,250,20,60,60,540,4.9,50,,,,FALSE
66,1432322,2,1000,1350,20,40,,0,,,,,,FALSE
67,1432322,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
68,1432322,4,1000,1600,20,40,60,600,40,70,,,,FALSE
69,1432322,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
70,1432322,6,1000,1600,20,40,60,900,36.6,15,,,,FALSE
71,1432322,10,1000,1000,20,40,60,600,22.5,30,,,,FALSE
72,1432322,11,1000,800,40,60,60,200,3.9,85,,,,FALSE
73,1432322,13,1000,300,20,40,60,475,6.7,50,,,,FALSE
74,1451604,2,1000,1350,20,40,,0,,,,,,FALSE
75,1451604,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
76,1451604,4,1000,1600,20,40,60,600,35,70,,,,FALSE
77,1451604,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
78,1451604,6,1000,1600,20,40,60,900,50.8,15,,,,FALSE
79,1451604,10,1000,1000,20,40,60,600,29.2,30,,,,FALSE
80,1451604,11,1000,800,40,60,60,200,4.3,85,,,,FALSE
81,1451604,13,1000,300,20,40,60,475,8.3,50,,,,FALSE
82,1469709,2,1000,1350,20,40,,0,,,,,,FALSE
83,1469709,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
84,1469709,4,1000,1350,20,40,60,710,28,70,,,,FALSE
85,1469709,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
86,1469709,6,1000,1400,20,40,60,810,30.03,15,,,,FALSE
87,1469709,10,1000,800,20,40,60,560,17.7,30,,,,FALSE
88,1469709,11,1000,800,40,90,60,180,2.1,85,,,,FALSE
89,1469709,13,1000,250,20,40,60,540,5.2,50,,,,FALSE
90,1483820,2,1000,1350,20,40,,0,,,,,,FALSE
91,1483820,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
92,1483820,4,1000,1350,20,40,60,810,38,70,,,,FALSE
93,1483820,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
94,1483820,6,1000,1600,20,40,60,1200,66.8,15,,,,FALSE
95,1483820,10,1000,1200,20,40,60,600,30.5,30,,,,FALSE
96,1483820,11,1000,800,40,90,60,180,2.5,85,,,,FALSE
97,1483820,13,1000,250,20,60,60,540,4.9,50,,,,FALSE
98,1489400,2,1000,1350,20,40,,0,,,,,,FALSE
99,1489400,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
100,1489400,4,1000,1600,20,40,60,600,35,70,,,,FALSE
101,1489400,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
102,1489400,6,1000,1600,20,40,60,900,50.8,15,,,,FALSE
103,1489400,10,1000,1000,20,40,60,600,29.2,30,,,,FALSE
104,1489400,11,1000,800,40,60,60,200,4.3,85,,,,FALSE
105,1489400,13,1000,300,20,40,60,475,8.3,50,,,,FALSE
106,1489401,2,1000,1350,20,40,,0,,,,,,FALSE
107,1489401,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
108,1489401,4,1000,1600,20,40,60,600,40,70,,,,FALSE
109,1489401,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
110,1489401,6,1000,1600,20,40,60,900,54.84,15,,,,FALSE
111,1489401,10,1000,1000,20,40,60,600,31.8,30,,,,FALSE
112,1489401,11,1000,800,40,40,60,200,5.75,85,,,,FALSE
113,1489401,13,1000,300,20,40,60,475,7.3,50,,,,FALSE
114,1685796,2,1000,1350,20,40,,0,,,,,,FALSE
115,1685796,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
116,1685796,4,1000,1350,20,40,60,810,30,70,,,,FALSE
117,1685796,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
118,1685796,6,1000,1600,20,40,60,1200,65.8,15,,,,FALSE
119,1685796,10,1000,1200,20,40,60,600,34.5,30,,,,FALSE
120,1685796,11,1000,800,40,90,60,180,1.6,85,,,,FALSE
121,1685796,13,1000,250,20,40,60,540,6.5,50,,,,FALSE
122,1709667,2,1000,1350,20,40,,0,,,,,,FALSE
123,1709667,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
124,1709667,4,1000,1350,20,40,60,810,30,70,,,,FALSE
125,1709667,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
126,1709667,6,1000,1600,20,40,60,1200,65.8,15,,,,FALSE
127,1709667,10,1000,1200,20,40,60,600,34.5,30,,,,FALSE
128,1709667,11,1000,800,40,90,60,180,1.6,85,,,,FALSE
129,1709667,13,1000,250,20,40,60,540,6.5,50,,,,FALSE
130,1791017,2,1000,1350,20,40,,0,,,,,,FALSE
131,1791017,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
132,1791017,4,1000,1350,20,40,60,810,30,70,,,,FALSE
133,1791017,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
134,1791017,6,1000,1600,20,40,60,1200,65.8,15,,,,FALSE
135,1791017,10,1000,1200,20,40,60,600,34.5,30,,,,FALSE
136,1791017,11,1000,800,40,90,60,180,1.6,85,,,,FALSE
137,1791017,13,1000,250,20,40,60,540,6.5,50,,,,FALSE
138,1840747,2,1000,1350,20,40,,0,,,,,,FALSE
139,1840747,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
140,1840747,4,1000,1350,20,40,60,810,35,70,,,,FALSE
141,1840747,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
142,1840747,6,1000,1600,20,40,60,1200,74.6,15,,,,FALSE
143,1840747,10,1000,1200,20,40,60,600,37.3,30,,,,FALSE
144,1840747,11,1000,800,40,90,60,180,2.4,85,,,,FALSE
145,1840747,13,1000,250,20,40,60,540,6.9,50,,,,FALSE
146,2959130,2,1000,1350,20,40,,0,,,,,,FALSE
147,2959130,3,1000,1350,20,40,60,1050,,,,,,FALSE
148,2959130,4,1000,1350,20,40,60,1050,52,57.69,,,,FALSE
149,2959130,6,1000,1350,20,40,60,1050,57.2,12,,,,FALSE
150,2959130,10,1000,800,20,40,60,800,28,21.9,,,,FALSE
151,2959130,11,1000,800,40,60,60,220,3.2,70,,,,FALSE
152,2959130,13,1000,300,20,40,60,600,7,60,,,,FALSE
153,3172300,2,1000,1350,20,40,,0,,,,,,FALSE
154,3172300,3,1000,1350,20,40,60,1050,,,,,,FALSE
155,3172300,4,1000,1350,20,40,60,1050,52,57.69,,,,FALSE
156,3172300,6,1000,1350,20,40,60,1050,57.2,12,,,,FALSE
157,3172300,10,1000,800,20,40,60,800,28,21.9,,,,FALSE
158,3172300,11,1000,800,40,60,60,220,3.2,70,,,,FALSE
159,3172300,13,1000,300,20,40,60,600,7,60,,,,FALSE
160,3264700,2,1000,1350,20,40,,0,,,,,,FALSE
161,3264700,3,1000,1350,20,40,60,1050,,,,,,FALSE
162,3264700,4,1000,1350,20,40,60,1050,52,57.69,,,,FALSE
163,3264700,6,1000,1350,20,40,60,1050,57.2,12,,,,FALSE
164,3264700,10,1000,800,20,40,60,800,28,21.9,,,,FALSE
165,3264700,11,1000,800,40,60,60,220,3.2,70,,,,FALSE
166,3264700,13,1000,300,20,40,60,600,7,60,,,,FALSE
167,8603177,2,1000,1350,20,40,,0,,,,,,FALSE
168,8603177,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
169,8603177,4,1000,1350,20,40,60,810,38,70,,,,FALSE
170,8603177,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
171,8603177,6,1000,1600,20,40,60,1200,66.8,15,,,,FALSE
172,8603177,10,1000,1200,20,40,60,600,30.5,30,,,,FALSE
173,8603177,11,1000,800,40,90,60,180,2.5,85,,,,FALSE
174,8603177,13,1000,250,20,60,60,540,4.9,50,,,,FALSE
175,8603319,2,1000,1350,20,40,,0,,,,,,FALSE
176,8603319,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
177,8603319,4,1000,1350,20,40,60,810,38,70,,,,FALSE
178,8603319,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
179,8603319,6,1000,1600,20,40,60,1200,66.8,15,,,,FALSE
180,8603319,10,1000,1200,20,40,60,600,30.5,30,,,,FALSE
181,8603319,11,1000,800,40,90,60,180,2.5,85,,,,FALSE
182,8603319,13,1000,250,20,60,60,540,4.9,50,,,,FALSE
183,8603564,2,1000,1350,20,40,,0,,,,,,FALSE
184,8603564,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
185,8603564,4,1000,1350,20,40,60,810,38,70,,,,FALSE
186,8603564,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
187,8603564,6,1000,1600,20,40,60,1200,66.8,15,,,,FALSE
188,8603564,10,1000,1200,20,40,60,600,30.5,30,,,,FALSE
189,8603564,11,1000,800,40,90,60,180,2.5,85,,,,FALSE
190,8603564,13,1000,250,20,60,60,540,4.9,50,,,,FALSE
191,8603565,2,1000,1350,20,40,,0,,,,,,FALSE
192,8603565,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
193,8603565,4,1000,1350,20,40,60,810,38,70,,,,FALSE
194,8603565,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
195,8603565,6,1000,1600,20,40,60,1200,66.8,15,,,,FALSE
196,8603565,10,1000,1200,20,40,60,600,30.5,30,,,,FALSE
197,8603565,11,1000,800,40,90,60,180,2.5,85,,,,FALSE
198,8603565,13,1000,250,20,60,60,540,4.9,50,,,,FALSE
199,18112616,2,1000,1350,20,40,,0,,,,,,FALSE
200,18112616,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,,FALSE
201,18112616,4,1000,1350,20,40,60,810,30,70,,,,FALSE
202,18112616,5,1000,250,20,60,60,540,5.0,60,,,,FALSE
203,18112616,6,1000,1600,20,40,60,1200,65.8,15,,,,FALSE
204,18112616,10,1000,1200,20,40,60,600,34.5,30,,,,FALSE
205,18112616,11,1000,800,40,90,60,180,1.6,85,,,,FALSE
206,18112616,13,1000,250,20,40,60,540,6.5,50,,,,FALSE
207,28229873,2,1000,1350,20,40,,0,,,,,,FALSE
208,28229873,3,1000,1600,20,40,60,800,,,,,,FALSE
209,28229873,4,1000,1600,20,40,60,800,26,53.85,,,,FALSE
210,28229873,14,1000,1600,20,40,60,1415,79.50,12.45,,,,FALSE
211,28229873,15,1000,1600,20,40,60,302,5.29,80,,,,FALSE
212,28229873,16,1000,1600,40,90,120,263,1.56,86.05,,,,FALSE
213,28229873,17,1000,1600,20,40,60,922,54.38,12.14,,,,FALSE
214,28229873,18,1000,1600,20,40,60,634,36.20,17.68,,,,FALSE
215,28229873,19,1000,1600,20,40,60,378,9.09,36.3,,,,FALSE
216,28229873,20,1000,1600,40,90,60,276,2.04,73.53,,,,FALSE
217,28229873,21,1000,800,20,40,60,1530,60.40,13.25,,,,FALSE
218,28229873,22,1000,800,40,90,60,334,2.88,79.86,,,,FALSE
219,28229873,23,1000,800,20,40,60,1390,54.89,12.15,,,,FALSE
220,28229873,24,1000,800,20,40,60,858,35.04,15.98,,,,FALSE
221,28229873,25,1000,800,20,40,60,478,8.81,38.59,,,,FALSE
222,28229873,26,1000,800,20,60,60,359,4.94,72.87,,,,FALSE
223,28229873,27,1000,400,20,40,60,1434,40.36,16.35,,,,FALSE
224,28229873,28,1000,400,20,40,60,513,5.22,82.38,,,,FALSE
225,28231014,2,1000,1350,20,40,,0,,,,,,FALSE
226,28231014,3,1000,1600,20,40,60,800,,,,,,FALSE
227,28231014,4,1000,1600,20,40,60,800,28,50,,,,FALSE
228,28231014,14,1000,1600,20,40,60,1544,82.19,11.92,,,,FALSE
229,28231014,15,1000,1600,20,60,60,314,3.62,77.35,,,,FALSE
230,28231014,16,1000,1600,20,60,60,241,3.05,89.17,,,,FALSE
231,28231014,17,1000,1600,20,40,60,920,55.60,16.19,,,,FALSE
232,28231014,18,1000,1600,20,40,60,632,36.90,18.43,,,,FALSE
233,28231014,19,1000,1600,20,40,60,378,7.38,54.2,,,,FALSE
234,28231014,20,1000,1600,20,60,60,289,4.82,74.69,,,,FALSE
235,28231014,21,1000,800,20,40,60,1530,60.54,15.53,,,,FALSE
236,28231014,22,1000,800,40,90,60,311,2.48,80.65,,,,FALSE
237,28231014,23,1000,800,20,40,60,1370,53.25,16.15,,,,FALSE
238,28231014,24,1000,800,20,40,60,858,33.20,16.97,,,,FALSE
239,28231014,25,1000,800,20,40,60,478,9.05,39.78,,,,FALSE
240,28231014,26,1000,800,20,60,60,359,4.50,71.11,,,,FALSE
241,28231014,27,1000,400,20,40,60,1486,33.98,17.07,,,,FALSE
242,28231014,28,1000,400,20,60,60,513,3.60,80.56,,,,FALSE
243,28231462,2,1000,1350,20,40,,0,,,,,,FALSE
244,28231462,3,1000,1600,20,40,60,800,,,,,,FALSE
245,28231462,4,1000,1600,20,40,60,800,30,40,,,,FALSE
246,28231462,14,1000,1600,20,40,60,1460,46.1,10.41,,,,FALSE
247,28231462,15,1000,1600,40,90,60,250,2.2,81.45,,,,FALSE
248,28231462,16,1000,1600,40,90,60,218,1.29,85.71,,,,FALSE
249,28231462,17,1000,1600,20,40,60,980,34.6,11.27,,,,FALSE
250,28231462,18,1000,1600,20,40,60,634,26.02,17.29,,,,FALSE
251,28231462,19,1000,1600,20,40,60,382,12.41,32.23,,,,FALSE
252,28231462,20,1000,1600,20,60,60,282,3.98,72.86,,,,FALSE
253,28231462,21,1000,800,20,40,60,1364,31.96,13.14,,,,FALSE
254,28231462,22,1000,800,40,90,60,289,2.26,80,,,,FALSE
255,28231462,23,1000,800,20,40,60,1268,30.52,18.02,,,,FALSE
256,28231462,24,1000,800,20,40,60,858,23.22,15.5,,,,FALSE
257,28231462,25,1000,800,20,40,60,510,11.02,45.37,,,,FALSE
258,28231462,26,1000,800,20,40,60,350,5.45,67.62,,,,FALSE
259,28231462,27,1000,400,20,40,60,1383,22.58,16.83,,,,FALSE
260,28231462,28,1000,400,20,40,60,513,5.76,82.76,,,,FALSE
261,28232234,2,1000,1350,20,40,,0,,,,,,FALSE
262,28232234,3,1000,1600,20,40,60,800,,,,,,FALSE
263,28232234,4,1000,1600,20,40,60,800,28,50,,,,FALSE
264,28232234,14,1000,1600,20,40,60,1480,56.57,14.14,,,,FALSE
265,28232234,15,1000,1600,40,90,60,276,1.45,80,,,,FALSE
266,28232234,16,1000,1600,40,90,60,266,0.57,86.05,,,,FALSE
267,28232234,17,1000,1600,20,40,60,1115,43.98,13.64,,,,FALSE
268,28232234,18,1000,1600,20,40,60,632,26.43,17.4,,,,FALSE
269,28232234,19,1000,1600,20,40,60,408,10.44,32.57,,,,FALSE
270,28232234,20,1000,1600,20,60,60,324,4.0,70,,,,FALSE
271,28232234,21,1000,800,20,40,60,1530,41.01,13.66,,,,FALSE
272,28232234,22,1000,800,40,90,60,318,1.61,80,,,,FALSE
273,28232234,23,1000,800,20,40,60,1249,35.72,12.88,,,,FALSE
274,28232234,24,1000,800,20,40,60,833,25.40,16.54,,,,FALSE
275,28232234,25,1000,800,20,40,60,529,10.10,39.6,,,,FALSE
276,28232234,26,1000,800,20,40,60,388,5.09,66.8,,,,FALSE
277,28232234,27,1000,400,20,40,60,1434,27.70,17.33,,,,FALSE
278,28232234,28,1000,400,40,90,60,513,2.84,77.46,,,,FALSE
279,28232242,2,1000,1350,20,40,,0,,,,,,FALSE
280,28232242,3,1000,1350,20,40,60,808,,,,,,FALSE
281,28232242,4,1000,1350,20,40,60,889,26.5,51,,,,FALSE
282,28232242,14,1000,1400,20,40,60,1400,43.9,13,,,,FALSE
283,28232242,15,1000,1400,20,40,60,303,5.78,41.52,,,,FALSE
284,28232242,16,1000,1200,20,40,60,1400,40.7,15.23,,,,FALSE
285,28232242,17,1000,1200,20,60,60,300,4.83,41.41,,,,FALSE
286,28232242,18,1000,800,20,40,60,1200,29.00,12.41,,,,FALSE
287,28232242,19,1000,800,40,90,60,305,2.4,75,,,,FALSE
288,28232242,20,1000,230,20,40,60,1400,15.6,39.74,,,,FALSE
289,28232242,21,1000,230,40,90,60,505,2.38,75.63,,,,FALSE
290,28232248,2,1000,1350,20,40,,0,,,,,,FALSE
291,28232248,3,1000,1350,20,40,60,809,,,,,,FALSE
292,28232248,4,1000,1350,20,40,60,889,26.5,58,,,,FALSE
293,28232248,14,1000,1600,20,40,60,1200,47.03,10.21,,,,FALSE
294,28232248,15,1000,1600,20,40,60,303,7.30,35,,,,FALSE
295,28232248,16,1000,1200,20,40,60,1200,42.92,14.91,,,,FALSE
296,28232248,17,1000,1200,20,40,60,300,5.3,50.94,,,,FALSE
297,28232248,18,1000,800,20,40,60,1200,33.2,14.76,,,,FALSE
298,28232248,19,1000,800,40,90,60,305,2.97,63.97,,,,FALSE
299,28232248,20,1000,230,20,40,60,1000,13.36,29.94,,,,FALSE
300,28232248,21,1000,230,40,90,60,505,2.0,70,,,,FALSE
301,28232251,2,1000,1350,20,40,,0,,,,,,FALSE
302,28232251,3,1000,1350,20,40,60,809,,,,,,FALSE
303,28232251,4,1000,1350,20,40,60,889,26.5,51,,,,FALSE
304,28232251,14,1000,1600,20,40,60,1300,45.1,15,,,,FALSE
305,28232251,15,1000,1600,20,60,60,302,4.5,50,,,,FALSE
306,28232251,16,1000,1200,20,40,60,1300,40.8,10.54,,,,FALSE
307,28232251,17,1000,1200,20,60,60,300,3.4,79.41,,,,FALSE
308,28232251,18,1000,800,20,40,60,1300,32.3,14.86,,,,FALSE
309,28232251,19,1000,800,20,40,60,500,7.0,50,,,,FALSE
310,28232251,20,1000,230,20,40,60,1400,12.4,40,,,,FALSE
311,28232251,21,1000,230,20,60,60,800,3.24,70.99,,,,FALSE
312,28235143,2,1000,1350,20,40,,0,,,,,,FALSE
313,28235143,3,1000,1600,20,40,60,800,,,,,,FALSE
314,28235143,4,1000,1600,20,40,60,800,24.3,50,,,,FALSE
315,28235143,14,1000,1600,20,40,60,1415,70.3,10.53,,,,FALSE
316,28235143,15,1000,1600,40,90,60,260,2.76,79.71,,,,FALSE
317,28235143,16,1000,1600,40,90,60,202,1.30,76.92,,,,FALSE
318,28235143,17,1000,1600,20,40,60,1070,55.59,11.15,,,,FALSE
319,28235143,18,1000,1600,20,40,60,634,35.5,17.46,,,,FALSE
320,28235143,19,1000,1600,20,40,60,356,10.87,31.28,,,,FALSE
321,28235143,20,1000,1600,20,60,60,250,4.43,72.23,,,,FALSE
322,28235143,21,1000,800,20,40,60,1505,53.47,12.72,,,,FALSE
323,28235143,22,1000,800,40,90,60,302,2.93,75.09,,,,FALSE
324,28235143,23,1000,800,20,40,60,1390,49.46,10.92,,,,FALSE
325,28235143,24,1000,800,20,40,60,878,33.81,15.68,,,,FALSE
326,28235143,25,1000,800,20,40,60,471,10.90,38.53,,,,FALSE
327,28235143,26,1000,800,20,40,60,343,5.75,66.09,,,,FALSE
328,28235143,27,1000,400,20,40,60,1230,31.97,17.2,,,,FALSE
329,28235143,28,1000,400,40,90,60,385,2.68,82.09,,,,FALSE
330,28236381,2,1000,1350,20,40,,0,,,,,,FALSE
331,28236381,3,1000,1600,20,40,60,800,,,,,,FALSE
332,28236381,4,1000,1600,20,40,60,800,28,50,,,,FALSE
333,28236381,14,1000,1600,20,40,60,1415,93.5,12.83,,,,FALSE
334,28236381,15,1000,1600,20,40,60,323,5.29,80,,,,FALSE
335,28236381,16,1000,1600,40,90,60,263,1.56,86.05,,,,FALSE
336,28236381,17,1000,1600,20,40,60,922,54.38,12.14,,,,FALSE
337,28236381,18,1000,1600,20,40,60,634,36.20,17.68,,,,FALSE
338,28236381,19,1000,1600,20,40,60,378,8.36,32.23,,,,FALSE
339,28236381,20,1000,1600,40,90,60,276,2.52,71.43,,,,FALSE
340,28236381,21,1000,800,20,40,60,1470,71.2,14.04,,,,FALSE
341,28236381,22,1000,800,40,90,60,334,2.53,80,,,,FALSE
342,28236381,23,1000,800,20,40,60,1390,64.89,12.33,,,,FALSE
343,28236381,24,1000,800,20,40,60,858,33.36,16.19,,,,FALSE
344,28236381,25,1000,800,20,40,60,478,8.81,38.59,,,,FALSE
345,28236381,26,1000,800,20,60,60,359,4.24,69.91,,,,FALSE
346,28236381,27,1000,400,20,40,60,1434,38.97,16.94,,,,FALSE
347,28236381,28,1000,400,20,40,60,513,5.22,82.38,,,,FALSE
348,28237259,2,1000,1350,20,40,,0,,,,,,FALSE
349,28237259,3,1000,1600,20,40,60,800,,,,,,FALSE
350,28237259,4,1000,1600,20,40,60,800,28,50,,,,FALSE
351,28237259,14,1000,1600,20,40,60,1480,56.57,14.14,,,,FALSE
352,28237259,15,1000,1600,40,90,60,276,1.45,80,,,,FALSE
353,28237259,16,1000,1600,40,90,60,266,0.57,86.05,,,,FALSE
354,28237259,17,1000,1600,20,40,60,1115,43.98,13.64,,,,FALSE
355,28237259,18,1000,1600,20,40,60,632,26.43,17.4,,,,FALSE
356,28237259,19,1000,1600,20,40,60,408,10.44,32.57,,,,FALSE
357,28237259,20,1000,1600,20,60,60,324,4.0,70,,,,FALSE
358,28237259,21,1000,800,20,40,60,1530,41.01,13.66,,,,FALSE
359,28237259,22,1000,800,40,90,60,318,1.61,80,,,,FALSE
360,28237259,23,1000,800,20,40,60,1249,35.72,12.88,,,,FALSE
361,28237259,24,1000,800,20,40,60,833,25.40,16.54,,,,FALSE
362,28237259,25,1000,800,20,40,60,529,10.10,39.6,,,,FALSE
363,28237259,26,1000,800,20,40,60,388,5.09,66.8,,,,FALSE
364,28237259,27,1000,400,20,40,60,1434,27.70,17.33,,,,FALSE
365,28237259,28,1000,400,40,90,60,513,2.84,77.46,,,,FALSE
366,28239766,2,1000,1350,20,40,,0,,,,,,FALSE
367,28239766,3,1000,1600,20,40,60,800,,,,,,FALSE
368,28239766,4,1000,1600,20,40,60,800,30,40,,,,FALSE
369,28239766,14,1000,1600,20,40,60,1320,82.9,10.86,,,,FALSE
370,28239766,15,1000,1600,20,60,60,366,3.5,80,,,,FALSE
371,28239766,16,1000,1600,40,90,60,308,2.52,83.33,,,,FALSE
372,28239766,17,1000,1600,20,40,60,1102,73.6,12.23,,,,FALSE
373,28239766,18,1000,1600,20,40,60,670,43.97,17.28,,,,FALSE
374,28239766,19,1000,1600,20,40,60,510,8.6,45.35,,,,FALSE
375,28239766,20,1000,1600,20,40,60,276,5.3,75.47,,,,FALSE
376,28239766,21,1000,800,20,40,60,1204,57.45,13.58,,,,FALSE
377,28239766,22,1000,800,40,90,60,308,2.50,76,,,,FALSE
378,28239766,23,1000,800,20,40,60,1063,44.5,15.28,,,,FALSE
379,28239766,24,1000,800,20,40,60,929,38.5,20.78,,,,FALSE
380,28239766,25,1000,800,20,40,60,526,9.8,55.1,,,,FALSE
381,28239766,26,1000,800,40,90,60,330,2.55,78.43,,,,FALSE
382,28239766,27,1000,400,20,40,60,1281,42.9,16.32,,,,FALSE
383,28239766,28,1000,400,40,90,60,410,2.60,84.62,,,,FALSE
384,28239769,2,1000,1350,20,40,,0,,,,,,FALSE
385,28239769,3,1000,1600,20,40,60,800,,,,,,FALSE
