id,pump_code,test_name,vacuum,adjusting_time,measuring_time,motor_speed,target_pressure,min_direct_flow,max_direct_flow,min_back_flow,max_back_flow,regulator_current,pcv_current,calibration_min_i,calibration_max_i,calibration_i1,calibration_i2,calibration_i_offset,is_custom
8728,0 986 437 437,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
8729,0 986 437 438,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
8730,0 986 437 438,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
8731,0 986 437 438,5,FALSE,10,20,200,200,3.6,5.4,,,0.4,,,,,,,FALSE
8732,0 986 437 438,7,FALSE,10,20,1000,1800,16.8,27,69.96,190.02,0.4,,,,,,,FALSE
8733,0 986 437 438,10,FALSE,10,20,3375,500,69.6,87.6,,,0.4,,,,,,,FALSE
8734,0 986 437 438,11,FALSE,10,20,3375,500,49.2,69,,,0.9,,,,,,,FALSE
8735,0 986 437 438,12,FALSE,10,20,3375,500,25.2,40.2,,,1.2,,,,,,,FALSE
8736,0 986 437 438,13,FALSE,10,20,3375,500,2.4,15,,,1.5,,,,,,,FALSE
8737,0 986 437 438,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
8738,0 986 437 439,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
8739,0 986 437 439,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
8740,0 986 437 439,5,FALSE,10,20,200,200,1.8,4.2,,,0.4,,,,,,,FALSE
8741,0 986 437 439,7,FALSE,10,20,1000,1600,10.8,19.2,69.96,190.02,0.4,,,,,,,FALSE
8742,0 986 437 439,10,FALSE,10,20,3375,500,47.4,64.2,,,0.4,,,,,,,FALSE
8743,0 986 437 439,11,FALSE,10,20,3375,500,35.4,53.4,,,0.9,,,,,,,FALSE
8744,0 986 437 439,12,FALSE,10,20,3375,500,10.2,23.4,,,1.2,,,,,,,FALSE
8745,0 986 437 439,13,FALSE,10,20,3375,500,1.8,9.6,,,1.5,,,,,,,FALSE
8746,0 986 437 439,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
8747,0 986 437 440,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
8748,0 986 437 440,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
8749,0 986 437 440,5,FALSE,10,20,200,200,3,6,,,0.4,,,,,,,FALSE
8750,0 986 437 440,7,FALSE,10,20,1000,2000,14.4,24,69.96,190.02,0.4,,,,,,,FALSE
8751,0 986 437 440,10,FALSE,10,20,3375,500,61.8,78.6,,,0.4,,,,,,,FALSE
8752,0 986 437 440,11,FALSE,10,20,3375,500,49.2,70.2,,,0.9,,,,,,,FALSE
8753,0 986 437 440,12,FALSE,10,20,3375,500,26.4,42,,,1.2,,,,,,,FALSE
8754,0 986 437 440,13,FALSE,10,20,3375,500,6.6,19.2,,,1.5,,,,,,,FALSE
8755,0 986 437 440,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
8756,0 986 437 441,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
8757,0 986 437 441,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
8758,0 986 437 441,5,FALSE,10,20,200,200,8.4,14.34,,,0.4,,,,,,,FALSE
8759,0 986 437 441,7,FALSE,10,20,1000,2000,46.2,60.6,,,0.4,,,,,,,FALSE
8760,0 986 437 441,10,FALSE,10,20,3375,500,105.6,152.4,,,0.9,,,,,,,FALSE
8761,0 986 437 441,11,FALSE,10,20,3375,500,50.4,79.8,,,1.2,,,,,,,FALSE
8762,0 986 437 441,12,FALSE,10,20,3375,500,5.4,21.6,,,1.5,,,,,,,FALSE
8763,0 986 437 441,13,FALSE,10,20,1000,0,0,0.6,,,1.8,,,,,,,FALSE
8764,0 986 437 442,1,FALSE,60,,500,0,,,,,1.7,,,,,,,FALSE
8765,0 986 437 442,2,FALSE,60,,2000,500,,,,,1.7,,,,,,,FALSE
8766,0 986 437 442,5,FALSE,10,20,200,200,1.8,5.4,,,1.7,,,,,,,FALSE
8767,0 986 437 442,7,FALSE,10,20,1000,1600,10.8,19.2,69.96,190.02,1.7,,,,,,,FALSE
8768,0 986 437 442,10,FALSE,10,20,3375,500,47.4,65.4,,,1.7,,,,,,,FALSE
8769,0 986 437 442,11,FALSE,10,20,3375,500,35.4,53.4,,,1.3,,,,,,,FALSE
8770,0 986 437 442,12,FALSE,10,20,3375,500,10.2,23.4,,,0.9,,,,,,,FALSE
8771,0 986 437 442,13,FALSE,10,20,3375,500,1.8,9.6,,,0.7,,,,,,,FALSE
8772,0 986 437 442,14,FALSE,10,20,1000,0,0,0.6,,,0.2,,,,,,,FALSE
8773,0 986 437 443,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
8774,0 986 437 443,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
8775,0 986 437 443,5,FALSE,10,20,200,200,3.6,7.2,,,0.4,,,,,,,FALSE
8776,0 986 437 443,7,FALSE,10,20,1000,1800,18.6,30,69.96,190.02,0.4,,,,,,,FALSE
8777,0 986 437 443,10,FALSE,10,20,3375,500,80.4,96,,,0.4,,,,,,,FALSE
8778,0 986 437 443,11,FALSE,10,20,3375,500,58.2,81,,,0.9,,,,,,,FALSE
8779,0 986 437 443,12,FALSE,10,20,3375,500,30.6,50.4,,,1.2,,,,,,,FALSE
8780,0 986 437 443,13,FALSE,10,20,3375,500,5.4,17.4,,,1.5,,,,,,,FALSE
8781,0 986 437 443,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
8782,0 986 437 444,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
8783,0 986 437 444,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
8784,0 986 437 444,5,FALSE,10,20,200,200,3,6,,,0.4,,,,,,,FALSE
8785,0 986 437 444,7,FALSE,10,20,1000,2000,15.6,25.8,69.96,190.02,0.4,,,,,,,FALSE
8786,0 986 437 444,10,FALSE,10,20,3375,500,69,87,,,0.4,,,,,,,FALSE
8787,0 986 437 444,11,FALSE,10,20,3375,500,47.4,67.2,,,0.9,,,,,,,FALSE
8788,0 986 437 444,12,FALSE,10,20,3375,500,25.8,42,,,1.2,,,,,,,FALSE
8789,0 986 437 444,13,FALSE,10,20,3375,500,4.8,17.4,,,1.5,,,,,,,FALSE
8790,0 986 437 444,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
8791,0 986 437 445,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
8792,0 986 437 445,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
8793,0 986 437 445,5,FALSE,10,20,200,200,3.6,6,,,0.4,,,,,,,FALSE
8794,0 986 437 445,7,FALSE,10,20,1000,1600,17.4,28.2,69.96,190.02,0.4,,,,,,,FALSE
8795,0 986 437 445,10,FALSE,10,20,3375,500,71.4,88.8,,,0.4,,,,,,,FALSE
8796,0 986 437 445,11,FALSE,10,20,3375,500,44.4,64.2,,,0.9,,,,,,,FALSE
8797,0 986 437 445,12,FALSE,10,20,3375,500,23.4,38.4,,,1.2,,,,,,,FALSE
8798,0 986 437 445,13,FALSE,10,20,3375,500,3,15,,,1.5,,,,,,,FALSE
8799,0 986 437 445,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
8800,0 986 437 446,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
8801,0 986 437 446,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
8802,0 986 437 446,5,FALSE,10,20,200,200,3.6,6.6,,,0.4,,,,,,,FALSE
8803,0 986 437 446,7,FALSE,10,20,1000,1600,17.4,27.6,69.96,190.02,0.4,,,,,,,FALSE
8804,0 986 437 446,10,FALSE,10,20,3375,500,72,91.2,,,0.4,,,,,,,FALSE
8805,0 986 437 446,11,FALSE,10,20,3375,500,45,65.4,,,0.9,,,,,,,FALSE
8806,0 986 437 446,12,FALSE,10,20,3375,500,24,39.6,,,1.2,,,,,,,FALSE
8807,0 986 437 446,13,FALSE,10,20,3375,500,3.6,15.6,,,1.5,,,,,,,FALSE
8808,0 986 437 446,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
8809,0 986 437 447,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
8810,0 986 437 447,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
8811,0 986 437 447,5,FALSE,10,20,200,200,4.2,7.2,,,0.4,,,,,,,FALSE
8812,0 986 437 447,7,FALSE,10,20,1000,2000,22.8,31.8,69.96,190.02,0.4,,,,,,,FALSE
8813,0 986 437 447,10,FALSE,10,20,3375,500,87,108.6,,,0.4,,,,,,,FALSE
8814,0 986 437 447,11,FALSE,10,20,3375,500,63,87,,,0.9,,,,,,,FALSE
8815,0 986 437 447,12,FALSE,10,20,3375,500,30,50.4,,,1.2,,,,,,,FALSE
8816,0 986 437 447,13,FALSE,10,20,3375,500,5.4,17.4,,,1.5,,,,,,,FALSE
8817,0 986 437 447,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
8818,0 986 437 448,1,FALSE,60,,500,0,,,,,1.7,,,,,,,FALSE
8819,0 986 437 448,2,TRUE,60,,2000,500,,,,,1.7,,,,,,,FALSE
8820,0 986 437 448,5,TRUE,10,20,200,200,2.4,4.8,,,1.7,,,,,,,FALSE
8821,0 986 437 448,7,TRUE,10,20,1000,1600,12,21,30,60,1.7,,,,,,,FALSE
8822,0 986 437 448,10,TRUE,10,20,3375,500,49.8,66.6,,,1.7,,,,,,,FALSE
8823,0 986 437 448,11,TRUE,10,20,3375,500,38.4,55.8,,,1.3,,,,,,,FALSE
8824,0 986 437 448,12,TRUE,10,20,3375,500,11.4,25.2,,,0.9,,,,,,,FALSE
8825,0 986 437 448,13,TRUE,10,20,3375,500,0.48,9,,,0.7,,,,,,,FALSE
8826,0 986 437 448,14,TRUE,10,20,1000,0,0,0.6,,,0.2,,,,,,,FALSE
8827,0 986 437 449,1,FALSE,60,,500,0,,,,,1.7,,,,,,,FALSE
8828,0 986 437 449,2,TRUE,60,,2000,500,,,,,1.7,,,,,,,FALSE
8829,0 986 437 449,5,TRUE,10,20,200,200,1.8,5.4,,,1.7,,,,,,,FALSE
8830,0 986 437 449,7,TRUE,10,20,1000,1600,12,21,30,60,1.7,,,,,,,FALSE
8831,0 986 437 449,10,TRUE,10,20,3375,500,49.8,66.6,,,1.7,,,,,,,FALSE
8832,0 986 437 449,11,TRUE,10,20,3375,500,38.4,55.8,,,1.3,,,,,,,FALSE
8833,0 986 437 449,12,TRUE,10,20,3375,500,11.4,25.2,,,0.9,,,,,,,FALSE
8834,0 986 437 449,13,TRUE,10,20,3375,500,0.48,9,,,0.7,,,,,,,FALSE
8835,0 986 437 449,14,TRUE,10,20,1000,0,0,0.6,,,0.2,,,,,,,FALSE
8836,0 986 437 450,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
8837,0 986 437 450,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
8838,0 986 437 450,5,FALSE,10,20,200,200,3,6,,,0.4,,,,,,,FALSE
8839,0 986 437 450,7,FALSE,10,20,1000,2000,14.4,24,69.96,190.02,0.4,,,,,,,FALSE
8840,0 986 437 450,10,FALSE,10,20,3375,500,61.8,78.6,,,0.4,,,,,,,FALSE
8841,0 986 437 450,11,FALSE,10,20,3375,500,49.2,70.2,,,0.9,,,,,,,FALSE
8842,0 986 437 450,12,FALSE,10,20,3375,500,26.4,42,,,1.2,,,,,,,FALSE
8843,0 986 437 450,13,FALSE,10,20,3375,500,6.6,19.2,,,1.5,,,,,,,FALSE
8844,0 986 437 450,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
8845,0 986 437 451,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
8846,0 986 437 451,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
8847,0 986 437 451,5,TRUE,10,20,200,200,3,6.6,,,0.4,,,,,,,FALSE
8848,0 986 437 451,7,TRUE,10,20,1000,1800,16.2,25.2,30,60,0.4,,,,,,,FALSE
8849,0 986 437 451,10,TRUE,10,20,3375,500,71.4,85.2,,,0.4,,,,,,,FALSE
8850,0 986 437 451,11,TRUE,10,20,3375,500,54.6,75.6,,,0.9,,,,,,,FALSE
8851,0 986 437 451,12,TRUE,10,20,3375,500,28.8,46.2,,,1.2,,,,,,,FALSE
8852,0 986 437 451,13,TRUE,10,20,3375,500,7.2,21.6,,,1.5,,,,,,,FALSE
8853,0 986 437 451,14,TRUE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
8854,0 986 437 452,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
8855,0 986 437 452,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
8856,0 986 437 452,5,FALSE,10,20,200,200,3.6,6.6,,,0.4,,,,,,,FALSE
8857,0 986 437 452,7,FALSE,10,20,1000,2000,19.2,28.2,69.96,190.02,0.4,,,,,,,FALSE
8858,0 986 437 452,10,FALSE,10,20,3375,500,69.6,100.8,,,0.4,,,,,,,FALSE
8859,0 986 437 452,11,FALSE,10,20,3375,500,58.8,81.6,,,0.9,,,,,,,FALSE
8860,0 986 437 452,12,FALSE,10,20,3375,500,31.2,49.8,,,1.2,,,,,,,FALSE
8861,0 986 437 452,13,FALSE,10,20,3375,500,5.4,16.8,,,1.5,,,,,,,FALSE
8862,0 986 437 452,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
8863,0 986 437 453,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
8864,0 986 437 453,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
8865,0 986 437 453,5,FALSE,10,20,200,200,7.2,10.2,,,0.4,,,,,,,FALSE
8866,0 986 437 453,7,FALSE,10,20,1000,2000,33.6,44.4,,,0.4,,,,,,,FALSE
8867,0 986 437 453,10,FALSE,10,20,3375,500,84.6,120.6,,,0.9,,,,,,,FALSE
8868,0 986 437 453,11,FALSE,10,20,3375,500,37.2,63,,,1.2,,,,,,,FALSE
8869,0 986 437 453,12,FALSE,10,20,3375,500,6.6,25.2,,,1.5,,,,,,,FALSE
8870,0 986 437 453,13,TRUE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
