id,pump_code,car_model
1826,28351705,Renault
1827,5WS40565,Renault
1828,5WS40844,Renault
1829,8200704200,Renault
1830,A2C53252602,Renault
1831,A2C53351931,Renault
1832,A2C59507608,Renault
1833,A2C59513595,Renault
1834,A2C89877300,Renault
1835,0 445 010 097,Saab
1836,0 445 010 156,Saab
1837,0 445 010 288,Saab
1838,0 986 437 025,Saab
1839,0 445 010 377,Saic
1840,0 445 010 469,Saic
1841,0 445 010 128,Scania
1842,0 445 010 155,Scania
1843,0 445 010 287,Scania
1844,0 986 437 026,Scania
1845,0 445 010 297,SDEC
1846,0 445 010 312,SDEC
1847,294000-067#,SDEC
1848,294000-181#,SDEC
1849,294050-019#,SDEC
1850,294050-045#,SDEC
1851,D28C000900,SDEC
1852,D28C001500,SDEC
1853,D28C001900,SDEC
1854,D28C001901B,SDEC
1855,S00001061,SDEC
1856,0 445 010 507,Seat
1857,0 445 010 508,Seat
1858,0 445 010 514,Seat
1859,0 445 010 526,Seat
1860,0 445 010 529,Seat
1861,0 445 010 532,Seat
1862,0 445 010 533,Seat
1863,0 445 010 534,Seat
1864,0 445 010 535,Seat
1865,0 445 010 537,Seat
1866,0 445 010 538,Seat
1867,0 445 010 543,Seat
1868,0 445 010 546,Seat
1869,0 445 010 551,Seat
1870,0 445 010 560,Seat
1871,0 445 010 562,Seat
1872,0 445 010 565,Seat
1873,0 445 010 566,Seat
1874,0 445 010 567,Seat
1875,0 445 010 568,Seat
1876,0 445 010 570,Seat
1877,0 445 010 583,Seat
1878,0 986 437 405,Seat
1879,0 986 437 407,Seat
1880,0 986 437 408,Seat
1881,0 986 437 409,Seat
1882,0 986 437 410,Seat
1883,0 986 437 411,Seat
1884,0 986 437 412,Seat
1885,0 986 437 434,Seat
1886,0 986 437 438,Seat
1887,0 986 437 440,Seat
1888,0 986 437 450,Seat
1889,03L130755AH,Seat
1890,03L130755AJ,Seat
1891,03L130755AL,Seat
1892,03L130755AN,Seat
1893,03L130755E,Seat
1894,03L130755H,Seat
1895,5WS40836,Seat
1896,5WS40891,Seat
1897,A2C53341464,Seat
1898,A2C53366731,Seat
1899,A2C59517047,Seat
1900,A2C59517049,Seat
1901,A2C59517053,Seat
1902,A2C59517054,Seat
1903,0 445 020 054,Sisu Diesel
1904,0 445 020 056,Sisu Diesel
1905,0 445 020 511,Sisu Diesel
1906,0 445 020 512,Sisu Diesel
1907,0 445 020 606,Sisu Diesel
1908,0 445 020 610,Sisu Diesel
1909,0 445 020 611,Sisu Diesel
1910,0 986 437 384,Sisu Diesel
1911,0 445 010 514,Skoda
1912,0 445 010 523,Skoda
1913,0 445 010 526,Skoda
1914,0 445 010 532,Skoda
1915,0 445 010 533,Skoda
1916,0 445 010 537,Skoda
1917,0 445 010 538,Skoda
1918,0 445 010 551,Skoda
1919,0 445 010 557,Skoda
1920,0 445 010 560,Skoda
1921,0 445 010 565,Skoda
1922,0 445 010 566,Skoda
1923,0 445 010 570,Skoda
1924,0 445 010 583,Skoda
1925,0 986 437 405,Skoda
1926,0 986 437 411,Skoda
1927,0 986 437 412,Skoda
1928,0 986 437 419,Skoda
1929,0 986 437 420,Skoda
1930,0 986 437 440,Skoda
1931,0 986 437 450,Skoda
1932,03L130755AH,Skoda
1933,03L130755AJ,Skoda
1934,03L130755AL,Skoda
1935,03L130755AN,Skoda
1936,03L130755E,Skoda
1937,03L130755H,Skoda
1938,5WS40836,Skoda
1939,5WS40891,Skoda
1940,A2C53341464,Skoda
1941,A2C53366731,Skoda
1942,A2C59517047,Skoda
1943,A2C59517049,Skoda
1944,A2C59517053,Skoda
1945,A2C59517054,Skoda
1946,0 445 010 025,Smart
1947,0 445 010 264,Smart
1948,0 445 010 273,Smart
1949,0 445 010 348,Smart
1950,0 986 437 019,Smart
1951,0 986 437 040,Smart
1952,0 445 010 321,Spicer India Limited
1953,0 445 010 421,Spicer India Limited
1954,16625AA010,Subaru
1955,16625AA011,Subaru
1956,16625AA020,Subaru
1957,16625AA030,Subaru
1958,16625AA060,Subaru
1959,294000-076#,Subaru
1960,294000-098#,Subaru
1961,294000-108#,Subaru
1962,294000-222#,Subaru
1963,0 445 010 010,Suzuki
1964,0 445 010 021,Suzuki
1965,0 445 010 087,Suzuki
1966,0 445 010 092,Suzuki
1967,0 445 010 102,Suzuki
1968,0 445 010 138,Suzuki
1969,0 445 010 148,Suzuki
1970,0 445 010 162,Suzuki
1971,0 445 010 203,Suzuki
1972,0 445 010 218,Suzuki
1973,0 445 010 267,Suzuki
1974,0 445 010 277,Suzuki
1975,0 445 010 278,Suzuki
1976,0 445 010 282,Suzuki
1977,0 445 010 296,Suzuki
1978,0 445 010 405,Suzuki
1979,0 986 437 005,Suzuki
1980,0 986 437 012,Suzuki
1981,0 986 437 024,Suzuki
1982,0 986 437 028,Suzuki
1983,0 986 437 043,Suzuki
1984,0 986 437 201,Suzuki
1985,0 445 010 201,Tata
1986,0 445 010 413,Tata
1987,0 445 020 051,Temsa
1988,0 445 020 075,Temsa
1989,0 445 020 100,Temsa
1990,0 445 020 125,Temsa
1991,0 445 020 129,Temsa
1992,0 445 020 156,Temsa
1993,0 445 020 206,Temsa
1994,0 445 020 208,Temsa
1995,0 986 437 359,Temsa
1996,294000-201#,Tico
1997,294000-207#,Tico
1998,0 445 010 047,Toyota
1999,0 445 010 085,Toyota
2000,0 445 010 088,Toyota
2001,0 445 010 105,Toyota
2002,0 445 010 106,Toyota
2003,0 445 010 112,Toyota
2004,0 445 010 113,Toyota
2005,0 445 010 114,Toyota
2006,0 445 010 134,Toyota
2007,0 445 010 214,Toyota
2008,0 445 010 258,Toyota
2009,0 445 010 392,Toyota
2010,0 445 010 460,Toyota
2011,0 986 437 335,Toyota
2012,0 986 437 338,Toyota
2013,0 986 437 372,Toyota
2014,22100-0G010,Toyota
2015,22100-0G011,Toyota
2016,22100-0L010,Toyota
2017,22100-0L020,Toyota
2018,22100-0L030,Toyota
2019,22100-0L040,Toyota
2020,22100-0L050,Toyota
2021,22100-0L060,Toyota
2022,22100-0L070,Toyota
2023,22100-0R010,Toyota
2024,22100-0R011,Toyota
2025,22100-0R020,Toyota
2026,22100-0R021,Toyota
2027,22100-0R030,Toyota
2028,22100-0R031,Toyota
2029,22100-0R040,Toyota
2030,22100-0R050,Toyota
2031,22100-0R060,Toyota
2032,22100-0R061,Toyota
2033,22100-0R070,Toyota
2034,22100-1261C,Toyota
2035,22100-27020,Toyota
2036,22100-30021,Toyota
2037,22100-30040,Toyota
2038,22100-30050,Toyota
2039,22100-30060,Toyota
2040,22100-30070,Toyota
2041,22100-30080,Toyota
2042,22100-30090,Toyota
2043,22100-30100,Toyota
2044,22100-30110,Toyota
2045,22100-30120,Toyota
2046,22100-30130,Toyota
2047,22100-30140,Toyota
2048,22100-30150,Toyota
2049,22100-30151,Toyota
2050,22100-30152,Toyota
2051,22100-30160,Toyota
2052,22100-30161,Toyota
2053,22100-51020,Toyota
2054,22100-5103#,Toyota
2055,22100-51030,Toyota
2056,22100-51040,Toyota
2057,22100-51041,Toyota
2058,22100-51042,Toyota
2059,22100-7818#,Toyota
2060,22100-78180,Toyota
2061,22100-7823#,Toyota
2062,22100-7825#,Toyota
2063,22100-E0060,Toyota
2064,22100-E0080,Toyota
2065,294000-001#,Toyota
2066,294000-006#,Toyota
2067,294000-010#,Toyota
2068,294000-011#,Toyota
2069,294000-017#,Toyota
2070,294000-019#,Toyota
2071,294000-030#,Toyota
2072,294000-031#,Toyota
2073,294000-032#,Toyota
2074,294000-035#,Toyota
2075,294000-036#,Toyota
2076,294000-038#,Toyota
2077,294000-043#,Toyota
2078,294000-044#,Toyota
2079,294000-051#,Toyota
2080,294000-052#,Toyota
2081,294000-054#,Toyota
2082,294000-055#,Toyota
2083,294000-059#,Toyota
2084,294000-063#,Toyota
2085,294000-070#,Toyota
2086,294000-071#,Toyota
2087,294000-085#,Toyota
2088,294000-086#,Toyota
2089,294000-087#,Toyota
2090,294000-088#,Toyota
2091,294000-089#,Toyota
2092,294000-090#,Toyota
2093,294000-091#,Toyota
2094,294000-092#,Toyota
2095,294000-093#,Toyota
2096,294000-094#,Toyota
2097,294000-102#,Toyota
2098,294000-104#,Toyota
2099,294000-110#,Toyota
2100,294000-128#,Toyota
2101,294000-131#,Toyota
2102,294000-132#,Toyota
2103,294000-150#,Toyota
2104,294000-151#,Toyota
2105,294000-157#,Toyota
2106,294000-158#,Toyota
2107,294000-220#,Toyota
2108,294000-221#,Toyota
2109,294000-227#,Toyota
2110,294000-232#,Toyota
2111,294000-248#,Toyota
2112,294050-018#,Toyota
2113,294050-023#,Toyota
2114,294050-024#,Toyota
2115,294050-027#,Toyota
2116,294050-028#,Toyota
2117,294050-056#,Toyota
2118,S2273-01264,Toyota
2119,0 445 020 118,Ud Trucks
2120,16730Z501B,Ud Trucks
2121,16730Z503B,Ud Trucks
2122,16730Z6005,Ud Trucks
2123,16730Z600A,Ud Trucks
2124,21229831,Ud Trucks
2125,21276943,Ud Trucks
2126,22730-134#,Ud Trucks
2127,294050-007#,Ud Trucks
2128,294050-008#,Ud Trucks
2129,294050-044#,Ud Trucks
2130,294050-047#,Ud Trucks
2131,0 445 020 606,Valtra
2132,0 445 020 610,Valtra
2133,0 445 010 033,Vauxhall
2134,0 445 010 193,Vauxhall
2135,0 445 010 371,Vauxhall
2136,0 445 010 441,Vauxhall
2137,0 445 010 442,Vauxhall
2138,0 445 010 513,Vauxhall
2139,0 445 010 550,Vauxhall
2140,0 986 437 047,Vauxhall
2141,0 986 437 052,Vauxhall
2142,0 986 437 302,Vauxhall
2143,0 445 010 034,Vm
2144,0 445 010 084,Vm
2145,0 445 010 104,Vm
2146,0 445 010 152,Vm
2147,0 445 010 238,Vm
2148,0 445 010 259,Vm
2149,0 445 010 430,Vm
2150,0 445 010 431,Vm
2151,0 445 010 625,Vm
2152,0 445 010 626,Vm
2153,0 445 010 636,Vm
2154,0 445 010 637,Vm
2155,0 445 010 684,Vm
2156,0 445 010 689,Vm
2157,0 445 010 696,Vm
2158,0 445 010 699,Vm
2159,0 445 020 522,Vm
2160,0 986 437 331,Vm
2161,0 445 010 043,Volvo
2162,0 445 010 089,Volvo
2163,0 445 010 102,Volvo
2164,0 445 010 110,Volvo
2165,0 445 010 111,Volvo
2166,0 445 010 296,Volvo
2167,0 445 010 618,Volvo
2168,0 445 010 655,Volvo
2169,0 445 010 680,Volvo
2170,0 445 010 681,Volvo
2171,0 445 020 026,Volvo
2172,0 445 020 057,Volvo
2173,0 445 020 101,Volvo
2174,0 986 437 028,Volvo
2175,0 986 437 312,Volvo
2176,0 986 437 322,Volvo
2177,0 986 437 325,Volvo
2178,0 986 437 423,Volvo
2179,0 445 010 016,VW
2180,0 445 010 036,VW
2181,0 445 010 044,VW
2182,0 445 010 082,VW
2183,0 445 010 090,VW
2184,0 445 010 119,VW
2185,0 445 010 125,VW
2186,0 445 010 129,VW
2187,0 445 010 133,VW
2188,0 445 010 154,VW
2189,0 445 010 171,VW
2190,0 445 010 294,VW
2191,0 445 010 327,VW
2192,0 445 010 328,VW
2193,0 445 010 331,VW
2194,0 445 010 335,VW
2195,0 445 010 340,VW
2196,0 445 010 343,VW
2197,0 445 010 358,VW
2198,0 445 010 507,VW
2199,0 445 010 508,VW
2200,0 445 010 514,VW
2201,0 445 010 520,VW
2202,0 445 010 523,VW
2203,0 445 010 526,VW
2204,0 445 010 527,VW
2205,0 445 010 529,VW
2206,0 445 010 532,VW
2207,0 445 010 533,VW
2208,0 445 010 534,VW
2209,0 445 010 535,VW
2210,0 445 010 537,VW
2211,0 445 010 538,VW
2212,0 445 010 541,VW
2213,0 445 010 542,VW
2214,0 445 010 543,VW
2215,0 445 010 546,VW
2216,0 445 010 551,VW
2217,0 445 010 555,VW
2218,0 445 010 557,VW
2219,0 445 010 560,VW
2220,0 445 010 562,VW
2221,0 445 010 565,VW
2222,0 445 010 566,VW
2223,0 445 010 567,VW
2224,0 445 010 568,VW
2225,0 445 010 570,VW
2226,0 445 010 583,VW
2227,0 445 010 611,VW
2228,0 445 010 613,VW
2229,0 445 010 619,VW
2230,0 445 010 624,VW
2231,0 445 010 631,VW
2232,0 445 010 632,VW
2233,0 445 010 639,VW
2234,0 445 010 640,VW
2235,0 445 010 641,VW
2236,0 445 010 642,VW
2237,0 445 010 643,VW
2238,0 445 010 644,VW
2239,0 445 010 646,VW
2240,0 445 010 650,VW
2241,0 445 010 654,VW
2242,0 445 010 656,VW
2243,0 445 010 657,VW
2244,0 445 010 658,VW
2245,0 445 010 659,VW
2246,0 445 010 663,VW
2247,0 445 010 669,VW
2248,0 445 010 670,VW
2249,0 445 010 671,VW
2250,0 445 010 673,VW
2251,0 445 010 675,VW
2252,0 445 010 676,VW
2253,0 445 010 677,VW
2254,0 445 010 682,VW
2255,0 445 010 683,VW
2256,0 445 010 685,VW
2257,0 445 010 686,VW
2258,0 445 010 690,VW
2259,0 445 010 691,VW
2260,0 445 010 692,VW
2261,0 445 010 693,VW
2262,0 445 010 694,VW
2263,0 445 010 695,VW
2264,0 445 010 731,VW
2265,0 445 010 748,VW
2266,0 445 010 749,VW
2267,0 445 010 801,VW
2268,0 445 010 805,VW
2269,0 445 010 806,VW
2270,0 445 010 813,VW
2271,0 445 010 814,VW
2272,0 445 020 007,VW
2273,0 445 020 033,VW
2274,0 445 020 066,VW
2275,0 445 020 123,VW
2276,0 445 020 149,VW
2277,0 445 020 167,VW
2278,0 445 020 169,VW
2279,0 445 020 175,VW
2280,0 445 020 207,VW
2281,0 986 437 092,VW
2282,0 986 437 093,VW
2283,0 986 437 316,VW
2284,0 986 437 337,VW
2285,0 986 437 341,VW
2286,0 986 437 343,VW
2287,0 986 437 344,VW
2288,0 986 437 345,VW
2289,0 986 437 346,VW
2290,0 986 437 347,VW
2291,0 986 437 348,VW
2292,0 986 437 349,VW
2293,0 986 437 357,VW
2294,0 986 437 404,VW
2295,0 986 437 405,VW
2296,0 986 437 407,VW
2297,0 986 437 408,VW
2298,0 986 437 409,VW
2299,0 986 437 410,VW
2300,0 986 437 411,VW
2301,0 986 437 412,VW
2302,0 986 437 413,VW
2303,0 986 437 414,VW
2304,0 986 437 418,VW
2305,0 986 437 419,VW
2306,0 986 437 420,VW
2307,0 986 437 433,VW
2308,0 986 437 434,VW
2309,0 986 437 435,VW
2310,0 986 437 438,VW
2311,0 986 437 440,VW
2312,0 986 437 450,VW
2313,0 986 437 454,VW
2314,0 986 437 456,VW
2315,0 986 437 463,VW
2316,03L130755AH,VW
2317,03L130755AJ,VW
2318,03L130755AL,VW
2319,03L130755AN,VW
2320,03L130755E,VW
2321,03L130755H,VW
2322,5WS40836,VW
2323,5WS40891,VW
2324,A2C53341464,VW
2325,A2C53366731,VW
2326,A2C59517047,VW
2327,A2C59517049,VW
2328,A2C59517053,VW
2329,A2C59517054,VW
2330,0 445 020 274,Waertsilae
2331,0 445 020 142,Weichai Power
2332,0 445 020 154,Weichai Power
2333,0 445 010 179,Xinchen
2334,0 445 010 370,Xinchen
2335,0 445 010 217,Yangchai
2336,0 445 020 509,Yanmar
2337,129978-5100,Yanmar
2338,294000-130#,Yanmar
2339,0 445 020 110,Ymaz
2340,0 445 020 065,Yuchay
2341,0 445 010 217,Yuejin
2342,0 445 010 186,Yunnei
2343,0 445 010 186,Yunque
2344,0 445 010 186,Zhonghua
2345,0 445 010 191,Zhongxing
2346,0 445 020 088,Zil
