pump_code,manufacturer,custom,feed_pressure,rotation,regulator_config,pressure_control,regulator_type,scv_curr_inj,scv_min_curr,scv_max_curr
0 445 010 136,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 137,Bosch,FALSE,5.0,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 138,Bosch,FALSE,1.9,RIGHT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 139,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 140,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 141,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 142,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 143,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 144,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 145,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 146,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 147,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 148,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.52,1.50
0 445 010 149,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 150,Bosch,FALSE,5.0,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 152,Bosch,FALSE,3.6,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 153,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 154,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 155,Bosch,FALSE,5.0,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 156,Bosch,FALSE,5.0,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 157,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 158,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 159,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 162,Bosch,FALSE,1.9,RIGHT,EAV,RAIL_AND_PUMP,N_O,0,,
0 445 010 163,Bosch,FALSE,1.9,RIGHT,EAV,RAIL_AND_PUMP,N_O,0,,
0 445 010 164,Bosch,FALSE,1.9,RIGHT,NO_CONFIG,RAIL_AND_PUMP,NO_TYPE,,,
0 445 010 165,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 166,Bosch,FALSE,3.6,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 167,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 168,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 169,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 170,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 171,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 173,Bosch,FALSE,5.0,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 176,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 177,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 178,Bosch,FALSE,1.9,RIGHT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 179,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 180,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 181,Bosch,FALSE,5.0,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 182,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 183,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 184,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 185,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 186,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 187,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 188,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 190,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 191,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 193,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 194,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 195,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 196,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_C,1.50,0.52,1.50
0 445 010 197,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 198,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 199,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 200,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 201,Bosch,FALSE,1.9,RIGHT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 202,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 203,Bosch,FALSE,1.9,RIGHT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 204,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 205,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_C,1.50,0.54,1.50
0 445 010 206,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.54,1.50
0 445 010 207,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 208,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 210,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.50
0 445 010 211,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 212,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.54,1.50
0 445 010 213,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 214,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.52
0 445 010 216,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.54,1.50
0 445 010 217,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 218,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.52,1.50
0 445 010 219,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 221,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 222,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 223,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 224,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 225,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 228,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 230,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 231,Bosch,FALSE,5.0,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 232,Bosch,FALSE,3.6,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 233,Bosch,FALSE,5.0,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 234,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_C,1.50,0.54,1.50
0 445 010 235,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 236,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 237,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.52,1.50
0 445 010 238,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 240,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 241,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 242,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 243,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 244,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 245,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.50
0 445 010 246,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 247,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 248,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 249,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 250,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 251,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 252,Bosch,FALSE,4.5,LEFT,SCV,RAIL,N_O,0.40,0.54,1.70
0 445 010 253,Bosch,FALSE,1.9,LEFT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 254,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_C,1.50,0.50,1.50
0 445 010 255,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 256,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 257,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 258,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.52
0 445 010 259,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 260,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_C,1.50,0.50,1.50
0 445 010 261,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 264,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 265,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_C,1.50,0.50,1.50
0 445 010 266,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_C,1.50,0.50,1.50
0 445 010 267,Bosch,FALSE,1.9,RIGHT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 268,Bosch,FALSE,1.9,LEFT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 269,Bosch,FALSE,1.9,LEFT,EAV,RAIL,N_O,0,,
0 445 010 270,Bosch,FALSE,1.9,LEFT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 271,Bosch,FALSE,1.9,LEFT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 272,Bosch,FALSE,1.9,LEFT,EAV,RAIL,N_O,0,,
0 445 010 273,Bosch,FALSE,1.9,RIGHT,EAV,RAIL,N_O,0,,
0 445 010 274,Bosch,FALSE,1.9,LEFT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 275,Bosch,FALSE,1.9,LEFT,EAV,RAIL,N_O,0,,
0 445 010 276,Bosch,FALSE,1.9,RIGHT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 277,Bosch,FALSE,1.9,RIGHT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 278,Bosch,FALSE,1.9,RIGHT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 279,Bosch,FALSE,1.9,RIGHT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 280,Bosch,FALSE,1.9,RIGHT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 281,Bosch,FALSE,1.9,RIGHT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 282,Bosch,FALSE,1.9,RIGHT,EAV,RAIL_AND_PUMP,N_O,0,,
0 445 010 283,Bosch,FALSE,1.9,RIGHT,EAV,RAIL_AND_PUMP,N_O,0,,
0 445 010 284,Bosch,FALSE,1.9,RIGHT,NO_CONFIG,RAIL_AND_PUMP,NO_TYPE,,,
0 445 010 285,Bosch,FALSE,5.0,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 286,Bosch,FALSE,5.0,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 287,Bosch,FALSE,5.0,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 288,Bosch,FALSE,5.0,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 289,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 290,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.54,1.50
0 445 010 291,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 292,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 293,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 294,Bosch,FALSE,5.0,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 295,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_C,1.50,0.52,1.50
0 445 010 296,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.54,1.50
0 445 010 297,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.54,1.50
0 445 010 298,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 300,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 301,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 302,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 303,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 304,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 305,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 306,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_C,1.50,0.50,1.50
0 445 010 307,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_C,1.50,0.50,1.50
0 445 010 308,Bosch,FALSE,3.6,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 309,Bosch,FALSE,3.6,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 310,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 311,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 312,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.54,1.50
0 445 010 313,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.52,1.50
