pump_code,manufacturer,custom,feed_pressure,rotation,regulator_config,pressure_control,regulator_type,scv_curr_inj,scv_min_curr,scv_max_curr
0 445 010 314,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 315,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 316,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 317,Bosch,FALSE,5.0,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 318,Bosch,FALSE,5.0,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 319,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_C,1.50,0.50,1.50
0 445 010 320,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_C,1.50,0.50,1.50
0 445 010 321,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 322,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 323,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 324,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 327,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 328,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 329,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.52,1.50
0 445 010 330,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 331,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 332,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 333,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 334,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 335,Bosch,FALSE,5.0,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.60
0 445 010 336,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 339,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 340,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 341,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 342,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 343,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 344,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 345,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 346,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 347,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 348,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 349,Bosch,FALSE,5.0,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 350,Bosch,FALSE,3.6,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 351,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_C,1.50,0.54,1.50
0 445 010 352,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 354,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 355,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 356,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 357,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 358,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.62
0 445 010 359,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.50
0 445 010 360,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 361,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 362,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.50
0 445 010 363,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 365,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 367,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 368,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 369,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 370,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 371,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 372,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 373,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 374,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 375,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 376,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 377,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 378,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 379,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 381,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 382,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 383,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 384,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 385,Bosch,FALSE,4.5,LEFT,SCV,RAIL,N_O,0.40,0.54,1.70
0 445 010 386,Bosch,FALSE,1.9,LEFT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 387,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 388,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 389,Bosch,FALSE,5.0,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 390,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 391,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.52,1.50
0 445 010 392,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.52
0 445 010 393,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 394,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 397,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_C,1.50,0.50,1.50
0 445 010 398,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.52,1.50
0 445 010 399,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 400,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 401,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 402,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.52,1.50
0 445 010 403,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 405,Bosch,FALSE,1.9,RIGHT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 406,Bosch,FALSE,4.5,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 407,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 408,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 409,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.40,1.50
0 445 010 410,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 411,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 412,Bosch,FALSE,1.9,RIGHT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 413,Bosch,FALSE,1.9,RIGHT,NO_CONFIG,RAIL,NO_TYPE,,,
0 445 010 414,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_C,1.50,0.40,1.50
0 445 010 415,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.40,1.50
0 445 010 416,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.40,1.50
0 445 010 418,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 419,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 420,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 421,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 422,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 423,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 424,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_C,1.50,0.50,1.50
0 445 010 425,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_C,1.50,0.40,1.50
0 445 010 426,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_C,1.50,0.40,1.50
0 445 010 427,Bosch,FALSE,4.5,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 428,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.40,1.50
0 445 010 429,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 430,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 431,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 432,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 433,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 434,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.52,1.50
0 445 010 435,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 438,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_C,1.50,0.50,1.50
0 445 010 439,Bosch,FALSE,4.5,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 440,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.54,1.70
0 445 010 441,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 442,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 443,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 444,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 445,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 446,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 449,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 450,Bosch,FALSE,4.5,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 451,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.40,1.50
0 445 010 452,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_C,1.50,0.50,1.50
0 445 010 453,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.40,1.50
0 445 010 454,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.40,1.50
0 445 010 455,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_C,1.50,0.50,1.50
0 445 010 456,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.40,1.50
0 445 010 457,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.40,1.50
0 445 010 458,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.50
0 445 010 460,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.50
0 445 010 461,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.50
0 445 010 463,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_C,1.50,0.50,1.50
0 445 010 464,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.50
0 445 010 465,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_C,1.50,0.50,1.50
0 445 010 466,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_C,1.50,0.50,1.50
0 445 010 467,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.50
0 445 010 468,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.50
0 445 010 469,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 471,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.40,1.50
0 445 010 472,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.40,1.50
0 445 010 474,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.40,1.50
0 445 010 475,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.50,0.40,1.50
0 445 010 476,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_C,1.50,0.50,1.50
0 445 010 477,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_C,1.50,0.50,1.50
0 445 010 478,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.40,1.70
0 445 010 479,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.40,1.70
0 445 010 484,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.50
0 445 010 506,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 507,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 508,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 509,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 510,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 511,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 512,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 513,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 514,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 516,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.20,1.70
0 445 010 517,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 518,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 519,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 520,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 521,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 522,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 523,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 524,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 525,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 526,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 527,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 528,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 529,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 530,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 531,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.20,1.70
0 445 010 532,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 533,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 534,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 535,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 536,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.20,1.70
0 445 010 537,Bosch,FALSE,4.2,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 538,Bosch,FALSE,4.2,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 539,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.20,1.70
0 445 010 540,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 541,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 542,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 543,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 544,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 545,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 546,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 547,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 548,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.20,1.70
0 445 010 549,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.20,1.70
0 445 010 550,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 551,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 552,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.20,1.70
0 445 010 553,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 554,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 555,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 556,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 557,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 558,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 559,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 560,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 561,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 562,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 563,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 564,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.20,1.70
0 445 010 565,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 566,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 567,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 568,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 569,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.20,1.70
0 445 010 570,Bosch,FALSE,4.2,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 571,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.20,1.70
0 445 010 572,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 573,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 574,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 575,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 576,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.20,1.70
0 445 010 577,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_C,1.70,0.20,1.70
0 445 010 578,Bosch,FALSE,4.3,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 579,Bosch,FALSE,4.3,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 580,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 581,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 582,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 583,Bosch,FALSE,4.2,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 584,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 585,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 586,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 587,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 588,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 591,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 592,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 593,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 594,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 595,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.80
0 445 010 596,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.80
0 445 010 597,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 598,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 611,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.80
0 445 010 612,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 613,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 614,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 616,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 617,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 618,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 619,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 623,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 624,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 625,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 626,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 628,Bosch,FALSE,0.8,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 629,Bosch,FALSE,0.8,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 631,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 632,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 634,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 635,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 636,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 637,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 638,Bosch,FALSE,3.7,LEFT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 639,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.80
0 445 010 640,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 641,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 642,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 643,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
0 445 010 644,Bosch,FALSE,3.7,RIGHT,SCV,RAIL,N_O,0.40,0.40,1.70
